,group_label,stat_label,motion_label,representative_feature
d_speed_neck_w_backward_50th,36,50th,backward,True
d_speed_neck_w_backward_90th,6,90th,backward,False
d_speed_neck_w_backward_IQR,42,IQR,backward,False
d_speed_neck_w_forward_10th,88,10th,forward,False
d_speed_neck_w_forward_50th,91,50th,forward,False
d_speed_neck_w_forward_90th,61,90th,forward,False
d_speed_neck_w_forward_IQR,61,IQR,forward,False
d_speed_neck_w_paused_10th,90,10th,paused,False
d_speed_neck_w_paused_50th,85,50th,paused,False
d_speed_neck_w_paused_90th,1,90th,paused,False
d_speed_neck_w_paused_IQR,1,IQR,paused,True
d_speed_tail_base_10th,87,10th,none,False
d_speed_tail_base_50th,77,50th,none,False
d_speed_tail_base_90th,5,90th,none,False
d_speed_tail_base_IQR,5,IQR,none,False
d_speed_tail_base_w_backward_10th,79,10th,backward,False
d_speed_tail_base_w_backward_50th,92,50th,backward,False
d_speed_tail_base_w_backward_90th,42,90th,backward,False
d_speed_tail_base_w_backward_IQR,42,IQR,backward,False
d_speed_tail_base_w_forward_10th,88,10th,forward,False
d_speed_tail_base_w_forward_50th,91,50th,forward,False
d_speed_tail_base_w_forward_90th,39,90th,forward,False
d_speed_tail_base_w_forward_IQR,5,IQR,forward,False
d_speed_tail_base_w_paused_10th,89,10th,paused,False
d_speed_tail_base_w_paused_50th,89,50th,paused,False
d_speed_tail_base_w_paused_90th,12,90th,paused,False
d_speed_tail_base_w_paused_IQR,12,IQR,paused,False
d_speed_tail_tip_10th,87,10th,none,False
d_speed_tail_tip_50th,77,50th,none,False
d_speed_tail_tip_90th,5,90th,none,False
d_speed_tail_tip_IQR,5,IQR,none,False
d_speed_tail_tip_w_backward_10th,79,10th,backward,False
d_speed_tail_tip_w_backward_50th,92,50th,backward,True
d_speed_tail_tip_w_backward_90th,42,90th,backward,False
d_speed_tail_tip_w_backward_IQR,42,IQR,backward,False
d_speed_tail_tip_w_forward_10th,88,10th,forward,False
d_speed_tail_tip_w_forward_50th,91,50th,forward,False
d_speed_tail_tip_w_forward_90th,39,90th,forward,False
d_speed_tail_tip_w_forward_IQR,5,IQR,forward,False
d_speed_tail_tip_w_paused_10th,89,10th,paused,False
d_speed_tail_tip_w_paused_50th,89,50th,paused,False
d_speed_tail_tip_w_paused_90th,12,90th,paused,False
d_speed_tail_tip_w_paused_IQR,12,IQR,paused,False
d_speed_w_backward_10th,79,10th,backward,False
d_speed_w_backward_50th,36,50th,backward,False
d_speed_w_backward_90th,6,90th,backward,False
d_speed_w_backward_IQR,6,IQR,backward,False
d_speed_w_forward_10th,88,10th,forward,False
d_speed_w_forward_50th,91,50th,forward,True
d_speed_w_forward_90th,39,90th,forward,False
d_speed_w_forward_IQR,61,IQR,forward,False
d_speed_w_paused_10th,89,10th,paused,False
d_speed_w_paused_50th,89,50th,paused,False
d_speed_w_paused_90th,1,90th,paused,False
d_speed_w_paused_IQR,1,IQR,paused,False
d_width_head_base_10th,87,10th,none,False
d_width_head_base_50th,98,50th,none,False
d_width_head_base_90th,39,90th,none,False
d_width_head_base_IQR,39,IQR,none,False
d_width_head_base_norm_10th,87,10th,none,False
d_width_head_base_norm_50th,98,50th,none,False
d_width_head_base_norm_90th,39,90th,none,False
d_width_head_base_norm_IQR,39,IQR,none,False
d_width_head_base_w_backward_10th,86,10th,backward,False
d_width_head_base_w_backward_50th,24,50th,backward,False
d_width_head_base_w_backward_90th,39,90th,backward,False
d_width_head_base_w_backward_IQR,39,IQR,backward,False
d_width_head_base_w_forward_10th,87,10th,forward,False
d_width_head_base_w_forward_50th,98,50th,forward,True
d_width_head_base_w_forward_90th,39,90th,forward,False
d_width_head_base_w_forward_IQR,39,IQR,forward,False
d_width_head_base_w_paused_10th,46,10th,paused,False
d_width_head_base_w_paused_50th,46,50th,paused,True
d_width_head_base_w_paused_90th,46,90th,paused,False
d_width_head_base_w_paused_IQR,1,IQR,paused,False
d_width_midbody_10th,86,10th,none,False
d_width_midbody_50th,78,50th,none,False
d_width_midbody_90th,39,90th,none,False
d_width_midbody_IQR,39,IQR,none,False
d_width_midbody_norm_10th,86,10th,none,False
d_width_midbody_norm_50th,78,50th,none,False
d_width_midbody_norm_90th,39,90th,none,False
d_width_midbody_norm_IQR,39,IQR,none,False
d_width_midbody_w_backward_10th,86,10th,backward,False
d_width_midbody_w_backward_50th,57,50th,backward,True
d_width_midbody_w_backward_90th,39,90th,backward,False
d_width_midbody_w_backward_IQR,39,IQR,backward,False
d_width_midbody_w_forward_10th,86,10th,forward,False
d_width_midbody_w_forward_50th,78,50th,forward,False
d_width_midbody_w_forward_90th,39,90th,forward,False
d_width_midbody_w_forward_IQR,39,IQR,forward,False
d_width_midbody_w_paused_10th,75,10th,paused,False
d_width_midbody_w_paused_50th,75,50th,paused,False
d_width_midbody_w_paused_90th,4,90th,paused,True
d_width_midbody_w_paused_IQR,4,IQR,paused,False
d_width_tail_base_10th,86,10th,none,False
d_width_tail_base_50th,66,50th,none,False
d_width_tail_base_90th,39,90th,none,False
d_width_tail_base_IQR,39,IQR,none,False
d_width_tail_base_norm_10th,86,10th,none,False
d_width_tail_base_norm_50th,66,50th,none,False
d_width_tail_base_norm_90th,39,90th,none,False
d_width_tail_base_norm_IQR,39,IQR,none,False
d_width_tail_base_w_backward_10th,86,10th,backward,False
d_width_tail_base_w_backward_50th,54,50th,backward,False
d_width_tail_base_w_backward_90th,39,90th,backward,False
d_width_tail_base_w_backward_IQR,39,IQR,backward,False
d_width_tail_base_w_forward_10th,86,10th,forward,False
d_width_tail_base_w_forward_50th,66,50th,forward,True
d_width_tail_base_w_forward_90th,39,90th,forward,False
d_width_tail_base_w_forward_IQR,39,IQR,forward,False
d_width_tail_base_w_paused_10th,92,10th,paused,False
d_width_tail_base_w_paused_50th,92,50th,paused,False
d_width_tail_base_w_paused_90th,12,90th,paused,False
d_width_tail_base_w_paused_IQR,12,IQR,paused,False
eigen_projection_1_abs_10th,50,10th,none,False
eigen_projection_1_abs_50th,25,50th,none,False
eigen_projection_1_abs_90th,25,90th,none,False
eigen_projection_1_abs_IQR,25,IQR,none,False
eigen_projection_1_w_backward_abs_10th,50,10th,backward,False
eigen_projection_1_w_backward_abs_50th,50,50th,backward,False
eigen_projection_1_w_backward_abs_90th,25,90th,backward,False
eigen_projection_1_w_backward_abs_IQR,25,IQR,backward,False
eigen_projection_1_w_forward_abs_10th,52,10th,forward,False
eigen_projection_1_w_forward_abs_50th,25,50th,forward,False
eigen_projection_1_w_forward_abs_90th,25,90th,forward,False
eigen_projection_1_w_forward_abs_IQR,25,IQR,forward,False
eigen_projection_1_w_paused_abs_10th,50,10th,paused,False
eigen_projection_1_w_paused_abs_50th,50,50th,paused,False
eigen_projection_1_w_paused_abs_90th,25,90th,paused,False
eigen_projection_1_w_paused_abs_IQR,25,IQR,paused,False
eigen_projection_2_abs_10th,50,10th,none,False
eigen_projection_2_abs_50th,30,50th,none,False
eigen_projection_2_abs_90th,18,90th,none,False
eigen_projection_2_abs_IQR,18,IQR,none,False
eigen_projection_2_w_backward_abs_10th,30,10th,backward,False
eigen_projection_2_w_backward_abs_50th,30,50th,backward,False
eigen_projection_2_w_backward_abs_90th,18,90th,backward,False
eigen_projection_2_w_backward_abs_IQR,18,IQR,backward,False
eigen_projection_2_w_forward_abs_10th,30,10th,forward,False
eigen_projection_2_w_forward_abs_50th,30,50th,forward,False
eigen_projection_2_w_forward_abs_90th,18,90th,forward,False
eigen_projection_2_w_forward_abs_IQR,18,IQR,forward,False
eigen_projection_2_w_paused_abs_10th,35,10th,paused,False
eigen_projection_2_w_paused_abs_50th,35,50th,paused,True
eigen_projection_2_w_paused_abs_90th,25,90th,paused,False
eigen_projection_2_w_paused_abs_IQR,25,IQR,paused,False
eigen_projection_3_abs_10th,30,10th,none,False
eigen_projection_3_abs_50th,30,50th,none,True
eigen_projection_3_abs_90th,18,90th,none,True
eigen_projection_3_abs_IQR,18,IQR,none,False
eigen_projection_3_w_backward_abs_10th,30,10th,backward,False
eigen_projection_3_w_backward_abs_50th,30,50th,backward,False
eigen_projection_3_w_backward_abs_90th,18,90th,backward,False
eigen_projection_3_w_backward_abs_IQR,18,IQR,backward,False
eigen_projection_3_w_forward_abs_10th,29,10th,forward,False
eigen_projection_3_w_forward_abs_50th,30,50th,forward,False
eigen_projection_3_w_forward_abs_90th,18,90th,forward,False
eigen_projection_3_w_forward_abs_IQR,18,IQR,forward,False
eigen_projection_3_w_paused_abs_10th,30,10th,paused,False
eigen_projection_3_w_paused_abs_50th,30,50th,paused,False
eigen_projection_3_w_paused_abs_90th,25,90th,paused,False
eigen_projection_3_w_paused_abs_IQR,25,IQR,paused,False
eigen_projection_4_abs_10th,52,10th,none,False
eigen_projection_4_abs_50th,62,50th,none,False
eigen_projection_4_abs_90th,62,90th,none,False
eigen_projection_4_abs_IQR,62,IQR,none,False
eigen_projection_4_w_backward_abs_10th,55,10th,backward,False
eigen_projection_4_w_backward_abs_50th,55,50th,backward,False
eigen_projection_4_w_backward_abs_90th,62,90th,backward,False
eigen_projection_4_w_backward_abs_IQR,62,IQR,backward,False
eigen_projection_4_w_forward_abs_10th,61,10th,forward,False
eigen_projection_4_w_forward_abs_50th,62,50th,forward,False
eigen_projection_4_w_forward_abs_90th,62,90th,forward,False
eigen_projection_4_w_forward_abs_IQR,62,IQR,forward,False
eigen_projection_4_w_paused_abs_10th,34,10th,paused,False
eigen_projection_4_w_paused_abs_50th,34,50th,paused,True
eigen_projection_4_w_paused_abs_90th,62,90th,paused,False
eigen_projection_4_w_paused_abs_IQR,62,IQR,paused,False
eigen_projection_5_abs_10th,61,10th,none,False
eigen_projection_5_abs_50th,61,50th,none,False
eigen_projection_5_abs_90th,61,90th,none,False
eigen_projection_5_abs_IQR,61,IQR,none,False
eigen_projection_5_w_backward_abs_10th,51,10th,backward,False
eigen_projection_5_w_backward_abs_50th,51,50th,backward,True
eigen_projection_5_w_backward_abs_90th,61,90th,backward,False
eigen_projection_5_w_backward_abs_IQR,61,IQR,backward,False
eigen_projection_5_w_forward_abs_10th,61,10th,forward,False
eigen_projection_5_w_forward_abs_50th,61,50th,forward,False
eigen_projection_5_w_forward_abs_90th,61,90th,forward,False
eigen_projection_5_w_forward_abs_IQR,61,IQR,forward,False
eigen_projection_5_w_paused_abs_10th,40,10th,paused,False
eigen_projection_5_w_paused_abs_50th,40,50th,paused,True
eigen_projection_5_w_paused_abs_90th,61,90th,paused,False
eigen_projection_5_w_paused_abs_IQR,61,IQR,paused,False
eigen_projection_6_abs_10th,61,10th,none,False
eigen_projection_6_abs_50th,61,50th,none,False
eigen_projection_6_abs_90th,61,90th,none,False
eigen_projection_6_abs_IQR,61,IQR,none,False
eigen_projection_6_w_backward_abs_10th,51,10th,backward,False
eigen_projection_6_w_backward_abs_50th,51,50th,backward,False
eigen_projection_6_w_backward_abs_90th,61,90th,backward,False
eigen_projection_6_w_backward_abs_IQR,61,IQR,backward,False
eigen_projection_6_w_forward_abs_10th,61,10th,forward,False
eigen_projection_6_w_forward_abs_50th,61,50th,forward,False
eigen_projection_6_w_forward_abs_90th,61,90th,forward,False
eigen_projection_6_w_forward_abs_IQR,61,IQR,forward,False
eigen_projection_6_w_paused_abs_10th,40,10th,paused,False
eigen_projection_6_w_paused_abs_50th,40,50th,paused,False
eigen_projection_6_w_paused_abs_90th,61,90th,paused,False
eigen_projection_6_w_paused_abs_IQR,61,IQR,paused,False
eigen_projection_7_abs_10th,61,10th,none,False
eigen_projection_7_abs_50th,61,50th,none,False
eigen_projection_7_abs_90th,61,90th,none,False
eigen_projection_7_abs_IQR,61,IQR,none,False
eigen_projection_7_w_backward_abs_10th,51,10th,backward,False
eigen_projection_7_w_backward_abs_50th,51,50th,backward,False
eigen_projection_7_w_backward_abs_90th,61,90th,backward,False
eigen_projection_7_w_backward_abs_IQR,61,IQR,backward,False
eigen_projection_7_w_forward_abs_10th,61,10th,forward,False
eigen_projection_7_w_forward_abs_50th,61,50th,forward,False
eigen_projection_7_w_forward_abs_90th,61,90th,forward,False
eigen_projection_7_w_forward_abs_IQR,61,IQR,forward,False
eigen_projection_7_w_paused_abs_10th,40,10th,paused,False
eigen_projection_7_w_paused_abs_50th,40,50th,paused,False
eigen_projection_7_w_paused_abs_90th,61,90th,paused,False
eigen_projection_7_w_paused_abs_IQR,61,IQR,paused,False
length_10th,73,10th,none,False
length_50th,73,50th,none,False
length_90th,73,90th,none,False
length_IQR,10,IQR,none,False
length_norm_10th,93,10th,none,False
length_norm_50th,8,50th,none,True
length_norm_90th,11,90th,none,False
length_norm_IQR,11,IQR,none,False
length_w_backward_10th,73,10th,backward,False
length_w_backward_50th,73,50th,backward,False
length_w_backward_90th,73,90th,backward,False
length_w_backward_IQR,10,IQR,backward,False
length_w_forward_10th,73,10th,forward,False
length_w_forward_50th,73,50th,forward,False
length_w_forward_90th,73,90th,forward,False
length_w_forward_IQR,10,IQR,forward,False
length_w_paused_10th,65,10th,paused,False
length_w_paused_50th,65,50th,paused,False
length_w_paused_90th,65,90th,paused,False
length_w_paused_IQR,9,IQR,paused,False
major_axis_10th,73,10th,none,False
major_axis_50th,73,50th,none,False
major_axis_90th,73,90th,none,False
major_axis_IQR,10,IQR,none,True
major_axis_norm_10th,74,10th,none,False
major_axis_norm_50th,74,50th,none,False
major_axis_norm_90th,74,90th,none,False
major_axis_norm_IQR,25,IQR,none,False
major_axis_w_backward_10th,73,10th,backward,False
major_axis_w_backward_50th,73,50th,backward,False
major_axis_w_backward_90th,73,90th,backward,False
major_axis_w_backward_IQR,10,IQR,backward,False
major_axis_w_forward_10th,73,10th,forward,False
major_axis_w_forward_50th,73,50th,forward,False
major_axis_w_forward_90th,73,90th,forward,False
major_axis_w_forward_IQR,10,IQR,forward,False
major_axis_w_paused_10th,65,10th,paused,False
major_axis_w_paused_50th,65,50th,paused,False
major_axis_w_paused_90th,65,90th,paused,False
major_axis_w_paused_IQR,9,IQR,paused,False
minor_axis_10th,50,10th,none,False
minor_axis_50th,25,50th,none,False
minor_axis_90th,25,90th,none,True
minor_axis_IQR,25,IQR,none,False
minor_axis_norm_10th,50,10th,none,False
minor_axis_norm_50th,25,50th,none,False
minor_axis_norm_90th,25,90th,none,False
minor_axis_norm_IQR,25,IQR,none,False
minor_axis_w_backward_10th,23,10th,backward,False
minor_axis_w_backward_50th,23,50th,backward,False
minor_axis_w_backward_90th,25,90th,backward,False
minor_axis_w_backward_IQR,25,IQR,backward,False
minor_axis_w_forward_10th,23,10th,forward,False
minor_axis_w_forward_50th,25,50th,forward,False
minor_axis_w_forward_90th,25,90th,forward,False
minor_axis_w_forward_IQR,25,IQR,forward,False
minor_axis_w_paused_10th,50,10th,paused,False
minor_axis_w_paused_50th,50,50th,paused,True
minor_axis_w_paused_90th,25,90th,paused,False
minor_axis_w_paused_IQR,25,IQR,paused,False
motion_mode_backward_duration_50th,17,50th,backward,True
motion_mode_backward_fraction,66,none,backward,False
motion_mode_backward_frequency,66,none,backward,False
motion_mode_forward_duration_50th,93,50th,forward,False
motion_mode_forward_fraction,93,none,forward,False
motion_mode_forward_frequency,66,none,forward,False
motion_mode_paused_duration_50th,52,50th,paused,False
motion_mode_paused_fraction,52,none,paused,False
motion_mode_paused_frequency,66,none,paused,False
path_coverage_body,97,none,none,False
path_coverage_body_norm,97,none,none,False
path_coverage_head,97,none,none,False
path_coverage_head_norm,97,none,none,False
path_coverage_midbody,97,none,none,True
path_coverage_midbody_norm,97,none,none,False
path_coverage_tail,97,none,none,False
path_coverage_tail_norm,97,none,none,False
path_density_body_50th,52,50th,none,False
path_density_body_95th,52,none,none,False
path_density_body_norm_50th,52,50th,none,False
path_density_body_norm_95th,52,none,none,False
path_density_head_50th,52,50th,none,False
path_density_head_95th,52,none,none,False
path_density_head_norm_50th,52,50th,none,False
path_density_head_norm_95th,52,none,none,False
path_density_midbody_50th,52,50th,none,False
path_density_midbody_95th,52,none,none,False
path_density_midbody_norm_50th,52,50th,none,False
path_density_midbody_norm_95th,52,none,none,False
path_density_tail_50th,52,50th,none,False
path_density_tail_95th,52,none,none,False
path_density_tail_norm_50th,52,50th,none,False
path_density_tail_norm_95th,52,none,none,False
path_transit_time_body_50th,52,50th,none,False
path_transit_time_body_95th,52,none,none,False
path_transit_time_body_norm_50th,52,50th,none,False
path_transit_time_body_norm_95th,52,none,none,False
path_transit_time_head_50th,52,50th,none,False
path_transit_time_head_95th,52,none,none,False
path_transit_time_head_norm_50th,52,50th,none,False
path_transit_time_head_norm_95th,52,none,none,False
path_transit_time_midbody_50th,52,50th,none,False
path_transit_time_midbody_95th,52,none,none,True
path_transit_time_midbody_norm_50th,52,50th,none,False
path_transit_time_midbody_norm_95th,52,none,none,False
path_transit_time_tail_50th,52,50th,none,False
path_transit_time_tail_95th,52,none,none,False
path_transit_time_tail_norm_50th,52,50th,none,False
path_transit_time_tail_norm_95th,52,none,none,False
quirkiness_10th,74,10th,none,False
quirkiness_50th,74,50th,none,False
quirkiness_90th,74,90th,none,False
quirkiness_IQR,25,IQR,none,False
quirkiness_w_backward_10th,74,10th,backward,False
quirkiness_w_backward_50th,74,50th,backward,False
quirkiness_w_backward_90th,74,90th,backward,False
quirkiness_w_backward_IQR,25,IQR,backward,False
quirkiness_w_forward_10th,91,10th,forward,False
quirkiness_w_forward_50th,91,50th,forward,False
quirkiness_w_forward_90th,74,90th,forward,False
quirkiness_w_forward_IQR,25,IQR,forward,False
quirkiness_w_paused_10th,74,10th,paused,False
quirkiness_w_paused_50th,74,50th,paused,False
quirkiness_w_paused_90th,74,90th,paused,False
quirkiness_w_paused_IQR,25,IQR,paused,False
relative_to_body_angular_velocity_head_tip_abs_10th,6,10th,none,False
relative_to_body_angular_velocity_head_tip_abs_50th,6,50th,none,False
relative_to_body_angular_velocity_head_tip_abs_90th,6,90th,none,False
relative_to_body_angular_velocity_head_tip_abs_IQR,6,IQR,none,False
relative_to_body_angular_velocity_head_tip_w_backward_abs_10th,99,10th,backward,False
relative_to_body_angular_velocity_head_tip_w_backward_abs_50th,6,50th,backward,False
relative_to_body_angular_velocity_head_tip_w_backward_abs_90th,6,90th,backward,False
relative_to_body_angular_velocity_head_tip_w_backward_abs_IQR,6,IQR,backward,False
relative_to_body_angular_velocity_head_tip_w_forward_abs_10th,39,10th,forward,False
relative_to_body_angular_velocity_head_tip_w_forward_abs_50th,39,50th,forward,False
relative_to_body_angular_velocity_head_tip_w_forward_abs_90th,39,90th,forward,False
relative_to_body_angular_velocity_head_tip_w_forward_abs_IQR,39,IQR,forward,False
relative_to_body_angular_velocity_head_tip_w_paused_abs_10th,100,10th,paused,False
relative_to_body_angular_velocity_head_tip_w_paused_abs_50th,2,50th,paused,False
relative_to_body_angular_velocity_head_tip_w_paused_abs_90th,2,90th,paused,False
relative_to_body_angular_velocity_head_tip_w_paused_abs_IQR,2,IQR,paused,False
relative_to_body_angular_velocity_hips_abs_10th,97,10th,none,False
relative_to_body_angular_velocity_hips_abs_50th,97,50th,none,False
relative_to_body_angular_velocity_hips_abs_90th,97,90th,none,False
relative_to_body_angular_velocity_hips_abs_IQR,97,IQR,none,False
relative_to_body_angular_velocity_hips_w_backward_abs_10th,97,10th,backward,False
relative_to_body_angular_velocity_hips_w_backward_abs_50th,97,50th,backward,False
relative_to_body_angular_velocity_hips_w_backward_abs_90th,97,90th,backward,False
relative_to_body_angular_velocity_hips_w_backward_abs_IQR,97,IQR,backward,False
relative_to_body_angular_velocity_hips_w_forward_abs_10th,97,10th,forward,False
relative_to_body_angular_velocity_hips_w_forward_abs_50th,97,50th,forward,False
relative_to_body_angular_velocity_hips_w_forward_abs_90th,97,90th,forward,False
relative_to_body_angular_velocity_hips_w_forward_abs_IQR,97,IQR,forward,False
relative_to_body_angular_velocity_hips_w_paused_abs_10th,100,10th,paused,False
relative_to_body_angular_velocity_hips_w_paused_abs_50th,100,50th,paused,False
relative_to_body_angular_velocity_hips_w_paused_abs_90th,100,90th,paused,False
relative_to_body_angular_velocity_hips_w_paused_abs_IQR,3,IQR,paused,False
relative_to_body_angular_velocity_neck_abs_10th,97,10th,none,False
relative_to_body_angular_velocity_neck_abs_50th,97,50th,none,False
relative_to_body_angular_velocity_neck_abs_90th,97,90th,none,False
relative_to_body_angular_velocity_neck_abs_IQR,97,IQR,none,False
relative_to_body_angular_velocity_neck_w_backward_abs_10th,97,10th,backward,False
relative_to_body_angular_velocity_neck_w_backward_abs_50th,97,50th,backward,False
relative_to_body_angular_velocity_neck_w_backward_abs_90th,97,90th,backward,False
relative_to_body_angular_velocity_neck_w_backward_abs_IQR,97,IQR,backward,False
relative_to_body_angular_velocity_neck_w_forward_abs_10th,97,10th,forward,False
relative_to_body_angular_velocity_neck_w_forward_abs_50th,97,50th,forward,False
relative_to_body_angular_velocity_neck_w_forward_abs_90th,97,90th,forward,False
relative_to_body_angular_velocity_neck_w_forward_abs_IQR,97,IQR,forward,False
relative_to_body_angular_velocity_neck_w_paused_abs_10th,100,10th,paused,False
relative_to_body_angular_velocity_neck_w_paused_abs_50th,100,50th,paused,False
relative_to_body_angular_velocity_neck_w_paused_abs_90th,100,90th,paused,False
relative_to_body_angular_velocity_neck_w_paused_abs_IQR,3,IQR,paused,False
relative_to_body_angular_velocity_tail_tip_abs_10th,97,10th,none,False
relative_to_body_angular_velocity_tail_tip_abs_50th,97,50th,none,False
relative_to_body_angular_velocity_tail_tip_abs_90th,39,90th,none,False
relative_to_body_angular_velocity_tail_tip_abs_IQR,39,IQR,none,False
relative_to_body_angular_velocity_tail_tip_w_backward_abs_10th,42,10th,backward,False
relative_to_body_angular_velocity_tail_tip_w_backward_abs_50th,97,50th,backward,False
relative_to_body_angular_velocity_tail_tip_w_backward_abs_90th,97,90th,backward,False
relative_to_body_angular_velocity_tail_tip_w_backward_abs_IQR,97,IQR,backward,False
relative_to_body_angular_velocity_tail_tip_w_forward_abs_10th,97,10th,forward,False
relative_to_body_angular_velocity_tail_tip_w_forward_abs_50th,97,50th,forward,False
relative_to_body_angular_velocity_tail_tip_w_forward_abs_90th,39,90th,forward,False
relative_to_body_angular_velocity_tail_tip_w_forward_abs_IQR,39,IQR,forward,False
relative_to_body_angular_velocity_tail_tip_w_paused_abs_10th,100,10th,paused,False
relative_to_body_angular_velocity_tail_tip_w_paused_abs_50th,100,50th,paused,False
relative_to_body_angular_velocity_tail_tip_w_paused_abs_90th,12,90th,paused,False
relative_to_body_angular_velocity_tail_tip_w_paused_abs_IQR,12,IQR,paused,False
relative_to_body_radial_velocity_head_tip_10th,83,10th,none,False
relative_to_body_radial_velocity_head_tip_50th,6,50th,none,False
relative_to_body_radial_velocity_head_tip_90th,6,90th,none,False
relative_to_body_radial_velocity_head_tip_IQR,6,IQR,none,False
relative_to_body_radial_velocity_head_tip_norm_10th,83,10th,none,False
relative_to_body_radial_velocity_head_tip_norm_50th,6,50th,none,False
relative_to_body_radial_velocity_head_tip_norm_90th,6,90th,none,False
relative_to_body_radial_velocity_head_tip_norm_IQR,6,IQR,none,False
relative_to_body_radial_velocity_head_tip_w_backward_10th,79,10th,backward,False
relative_to_body_radial_velocity_head_tip_w_backward_50th,54,50th,backward,False
relative_to_body_radial_velocity_head_tip_w_backward_90th,42,90th,backward,False
relative_to_body_radial_velocity_head_tip_w_backward_IQR,42,IQR,backward,False
relative_to_body_radial_velocity_head_tip_w_forward_10th,90,10th,forward,False
relative_to_body_radial_velocity_head_tip_w_forward_50th,27,50th,forward,False
relative_to_body_radial_velocity_head_tip_w_forward_90th,2,90th,forward,False
relative_to_body_radial_velocity_head_tip_w_forward_IQR,2,IQR,forward,False
relative_to_body_radial_velocity_head_tip_w_paused_10th,90,10th,paused,False
relative_to_body_radial_velocity_head_tip_w_paused_50th,16,50th,paused,False
relative_to_body_radial_velocity_head_tip_w_paused_90th,2,90th,paused,False
relative_to_body_radial_velocity_head_tip_w_paused_IQR,2,IQR,paused,False
relative_to_body_radial_velocity_hips_10th,87,10th,none,False
relative_to_body_radial_velocity_hips_50th,28,50th,none,False
relative_to_body_radial_velocity_hips_90th,39,90th,none,False
relative_to_body_radial_velocity_hips_IQR,39,IQR,none,False
relative_to_body_radial_velocity_hips_norm_10th,87,10th,none,False
relative_to_body_radial_velocity_hips_norm_50th,28,50th,none,False
relative_to_body_radial_velocity_hips_norm_90th,39,90th,none,False
relative_to_body_radial_velocity_hips_norm_IQR,39,IQR,none,False
relative_to_body_radial_velocity_hips_w_backward_10th,79,10th,backward,False
relative_to_body_radial_velocity_hips_w_backward_50th,70,50th,backward,False
relative_to_body_radial_velocity_hips_w_backward_90th,42,90th,backward,False
relative_to_body_radial_velocity_hips_w_backward_IQR,42,IQR,backward,False
relative_to_body_radial_velocity_hips_w_forward_10th,87,10th,forward,False
relative_to_body_radial_velocity_hips_w_forward_50th,27,50th,forward,False
relative_to_body_radial_velocity_hips_w_forward_90th,39,90th,forward,False
relative_to_body_radial_velocity_hips_w_forward_IQR,39,IQR,forward,False
relative_to_body_radial_velocity_hips_w_paused_10th,76,10th,paused,False
relative_to_body_radial_velocity_hips_w_paused_50th,16,50th,paused,False
relative_to_body_radial_velocity_hips_w_paused_90th,16,90th,paused,False
relative_to_body_radial_velocity_hips_w_paused_IQR,12,IQR,paused,False
relative_to_body_radial_velocity_neck_10th,87,10th,none,False
relative_to_body_radial_velocity_neck_50th,6,50th,none,False
relative_to_body_radial_velocity_neck_90th,39,90th,none,False
relative_to_body_radial_velocity_neck_IQR,39,IQR,none,False
relative_to_body_radial_velocity_neck_norm_10th,87,10th,none,False
relative_to_body_radial_velocity_neck_norm_50th,6,50th,none,False
relative_to_body_radial_velocity_neck_norm_90th,39,90th,none,False
relative_to_body_radial_velocity_neck_norm_IQR,39,IQR,none,False
relative_to_body_radial_velocity_neck_w_backward_10th,79,10th,backward,False
relative_to_body_radial_velocity_neck_w_backward_50th,70,50th,backward,False
relative_to_body_radial_velocity_neck_w_backward_90th,42,90th,backward,False
relative_to_body_radial_velocity_neck_w_backward_IQR,42,IQR,backward,False
relative_to_body_radial_velocity_neck_w_forward_10th,87,10th,forward,False
relative_to_body_radial_velocity_neck_w_forward_50th,27,50th,forward,False
relative_to_body_radial_velocity_neck_w_forward_90th,39,90th,forward,False
relative_to_body_radial_velocity_neck_w_forward_IQR,39,IQR,forward,False
relative_to_body_radial_velocity_neck_w_paused_10th,76,10th,paused,False
relative_to_body_radial_velocity_neck_w_paused_50th,16,50th,paused,False
relative_to_body_radial_velocity_neck_w_paused_90th,16,90th,paused,False
relative_to_body_radial_velocity_neck_w_paused_IQR,12,IQR,paused,False
relative_to_body_radial_velocity_tail_tip_10th,87,10th,none,False
relative_to_body_radial_velocity_tail_tip_50th,28,50th,none,False
relative_to_body_radial_velocity_tail_tip_90th,39,90th,none,False
relative_to_body_radial_velocity_tail_tip_IQR,39,IQR,none,False
relative_to_body_radial_velocity_tail_tip_norm_10th,87,10th,none,False
relative_to_body_radial_velocity_tail_tip_norm_50th,28,50th,none,False
relative_to_body_radial_velocity_tail_tip_norm_90th,39,90th,none,False
relative_to_body_radial_velocity_tail_tip_norm_IQR,39,IQR,none,False
relative_to_body_radial_velocity_tail_tip_w_backward_10th,79,10th,backward,False
relative_to_body_radial_velocity_tail_tip_w_backward_50th,70,50th,backward,False
relative_to_body_radial_velocity_tail_tip_w_backward_90th,42,90th,backward,False
relative_to_body_radial_velocity_tail_tip_w_backward_IQR,42,IQR,backward,False
relative_to_body_radial_velocity_tail_tip_w_forward_10th,87,10th,forward,False
relative_to_body_radial_velocity_tail_tip_w_forward_50th,28,50th,forward,False
relative_to_body_radial_velocity_tail_tip_w_forward_90th,39,90th,forward,False
relative_to_body_radial_velocity_tail_tip_w_forward_IQR,39,IQR,forward,False
