,group_label,stat_label,motion_label,representative_feature
d_blob_quirkiness_50th,6,50th,none,False
d_blob_quirkiness_90th,39,90th,none,False
d_blob_quirkiness_IQR,39,IQR,none,False
d_blob_quirkiness_w_backward_10th,74,10th,backward,False
d_blob_quirkiness_w_backward_50th,17,50th,backward,False
d_blob_quirkiness_w_backward_90th,5,90th,backward,False
d_blob_quirkiness_w_backward_IQR,5,IQR,backward,False
d_blob_quirkiness_w_forward_10th,91,10th,forward,False
d_blob_quirkiness_w_forward_50th,27,50th,forward,False
d_blob_quirkiness_w_forward_90th,5,90th,forward,False
d_blob_quirkiness_w_forward_IQR,5,IQR,forward,False
d_blob_quirkiness_w_paused_10th,87,10th,paused,False
d_blob_quirkiness_w_paused_50th,45,50th,paused,False
d_blob_quirkiness_w_paused_90th,39,90th,paused,False
d_blob_quirkiness_w_paused_IQR,39,IQR,paused,False
d_blob_solidity_10th,87,10th,none,False
d_blob_solidity_50th,2,50th,none,False
d_blob_solidity_90th,6,90th,none,False
d_blob_solidity_IQR,6,IQR,none,False
d_blob_solidity_w_backward_10th,86,10th,backward,False
d_blob_solidity_w_backward_50th,24,50th,backward,False
d_blob_solidity_w_backward_90th,39,90th,backward,False
d_blob_solidity_w_backward_IQR,97,IQR,backward,False
d_blob_solidity_w_forward_10th,88,10th,forward,False
d_blob_solidity_w_forward_50th,2,50th,forward,False
d_blob_solidity_w_forward_90th,39,90th,forward,False
d_blob_solidity_w_forward_IQR,39,IQR,forward,False
d_blob_solidity_w_paused_10th,86,10th,paused,False
d_blob_solidity_w_paused_50th,72,50th,paused,True
d_blob_solidity_w_paused_90th,97,90th,paused,False
d_blob_solidity_w_paused_IQR,97,IQR,paused,False
d_curvature_head_abs_10th,6,10th,none,False
d_curvature_head_abs_50th,6,50th,none,False
d_curvature_head_abs_90th,6,90th,none,False
d_curvature_head_abs_IQR,6,IQR,none,False
d_curvature_head_norm_abs_10th,6,10th,none,False
d_curvature_head_norm_abs_50th,6,50th,none,False
d_curvature_head_norm_abs_90th,6,90th,none,False
d_curvature_head_norm_abs_IQR,6,IQR,none,False
d_curvature_head_w_backward_abs_10th,99,10th,backward,False
d_curvature_head_w_backward_abs_50th,6,50th,backward,False
d_curvature_head_w_backward_abs_90th,6,90th,backward,False
d_curvature_head_w_backward_abs_IQR,6,IQR,backward,False
d_curvature_head_w_forward_abs_10th,2,10th,forward,False
d_curvature_head_w_forward_abs_50th,2,50th,forward,False
d_curvature_head_w_forward_abs_90th,39,90th,forward,False
d_curvature_head_w_forward_abs_IQR,39,IQR,forward,False
d_curvature_head_w_paused_abs_10th,98,10th,paused,False
d_curvature_head_w_paused_abs_50th,98,50th,paused,False
d_curvature_head_w_paused_abs_90th,3,90th,paused,False
d_curvature_head_w_paused_abs_IQR,3,IQR,paused,False
d_curvature_hips_abs_10th,97,10th,none,False
d_curvature_hips_abs_50th,97,50th,none,False
d_curvature_hips_abs_90th,97,90th,none,False
d_curvature_hips_abs_IQR,97,IQR,none,False
d_curvature_hips_norm_abs_10th,97,10th,none,False
d_curvature_hips_norm_abs_50th,97,50th,none,False
d_curvature_hips_norm_abs_90th,97,90th,none,False
d_curvature_hips_norm_abs_IQR,97,IQR,none,False
d_curvature_hips_w_backward_abs_10th,57,10th,backward,False
d_curvature_hips_w_backward_abs_50th,42,50th,backward,False
d_curvature_hips_w_backward_abs_90th,42,90th,backward,False
d_curvature_hips_w_backward_abs_IQR,42,IQR,backward,False
d_curvature_hips_w_forward_abs_10th,97,10th,forward,False
d_curvature_hips_w_forward_abs_50th,97,50th,forward,False
d_curvature_hips_w_forward_abs_90th,97,90th,forward,False
d_curvature_hips_w_forward_abs_IQR,97,IQR,forward,False
d_curvature_hips_w_paused_abs_10th,100,10th,paused,False
d_curvature_hips_w_paused_abs_50th,100,50th,paused,False
d_curvature_hips_w_paused_abs_90th,95,90th,paused,False
d_curvature_hips_w_paused_abs_IQR,95,IQR,paused,False
d_curvature_mean_head_abs_10th,6,10th,none,False
d_curvature_mean_head_abs_50th,6,50th,none,False
d_curvature_mean_head_abs_90th,6,90th,none,False
d_curvature_mean_head_abs_IQR,6,IQR,none,False
d_curvature_mean_head_norm_abs_10th,6,10th,none,False
d_curvature_mean_head_norm_abs_50th,6,50th,none,False
d_curvature_mean_head_norm_abs_90th,6,90th,none,False
d_curvature_mean_head_norm_abs_IQR,6,IQR,none,False
d_curvature_mean_head_w_backward_abs_10th,99,10th,backward,False
d_curvature_mean_head_w_backward_abs_50th,6,50th,backward,False
d_curvature_mean_head_w_backward_abs_90th,6,90th,backward,False
d_curvature_mean_head_w_backward_abs_IQR,6,IQR,backward,False
d_curvature_mean_head_w_forward_abs_10th,2,10th,forward,False
d_curvature_mean_head_w_forward_abs_50th,2,50th,forward,False
d_curvature_mean_head_w_forward_abs_90th,39,90th,forward,False
d_curvature_mean_head_w_forward_abs_IQR,39,IQR,forward,False
d_curvature_mean_head_w_paused_abs_10th,98,10th,paused,False
d_curvature_mean_head_w_paused_abs_50th,98,50th,paused,False
d_curvature_mean_head_w_paused_abs_90th,3,90th,paused,False
d_curvature_mean_head_w_paused_abs_IQR,3,IQR,paused,False
d_curvature_mean_hips_abs_10th,97,10th,none,False
d_curvature_mean_hips_abs_50th,97,50th,none,False
d_curvature_mean_hips_abs_90th,97,90th,none,False
d_curvature_mean_hips_abs_IQR,97,IQR,none,False
d_curvature_mean_hips_norm_abs_10th,97,10th,none,False
d_curvature_mean_hips_norm_abs_50th,97,50th,none,False
d_curvature_mean_hips_norm_abs_90th,97,90th,none,False
d_curvature_mean_hips_norm_abs_IQR,97,IQR,none,False
d_curvature_mean_hips_w_backward_abs_10th,42,10th,backward,False
d_curvature_mean_hips_w_backward_abs_50th,42,50th,backward,False
d_curvature_mean_hips_w_backward_abs_90th,42,90th,backward,False
d_curvature_mean_hips_w_backward_abs_IQR,42,IQR,backward,False
d_curvature_mean_hips_w_forward_abs_10th,97,10th,forward,False
d_curvature_mean_hips_w_forward_abs_50th,97,50th,forward,False
d_curvature_mean_hips_w_forward_abs_90th,97,90th,forward,False
d_curvature_mean_hips_w_forward_abs_IQR,97,IQR,forward,False
d_curvature_mean_hips_w_paused_abs_10th,100,10th,paused,False
d_curvature_mean_hips_w_paused_abs_50th,100,50th,paused,False
d_curvature_mean_hips_w_paused_abs_90th,95,90th,paused,False
d_curvature_mean_hips_w_paused_abs_IQR,95,IQR,paused,False
d_curvature_mean_midbody_abs_10th,97,10th,none,False
d_curvature_mean_midbody_abs_50th,97,50th,none,False
d_curvature_mean_midbody_abs_90th,97,90th,none,False
d_curvature_mean_midbody_abs_IQR,97,IQR,none,False
d_curvature_mean_midbody_norm_abs_10th,97,10th,none,False
d_curvature_mean_midbody_norm_abs_50th,97,50th,none,False
d_curvature_mean_midbody_norm_abs_90th,97,90th,none,False
d_curvature_mean_midbody_norm_abs_IQR,97,IQR,none,False
d_curvature_mean_midbody_w_backward_abs_10th,97,10th,backward,False
d_curvature_mean_midbody_w_backward_abs_50th,97,50th,backward,False
d_curvature_mean_midbody_w_backward_abs_90th,42,90th,backward,False
d_curvature_mean_midbody_w_backward_abs_IQR,42,IQR,backward,False
d_curvature_mean_midbody_w_forward_abs_10th,97,10th,forward,False
d_curvature_mean_midbody_w_forward_abs_50th,97,50th,forward,False
d_curvature_mean_midbody_w_forward_abs_90th,97,90th,forward,False
d_curvature_mean_midbody_w_forward_abs_IQR,97,IQR,forward,False
d_curvature_mean_midbody_w_paused_abs_10th,100,10th,paused,False
d_curvature_mean_midbody_w_paused_abs_50th,100,50th,paused,False
d_curvature_mean_midbody_w_paused_abs_90th,95,90th,paused,False
d_curvature_mean_midbody_w_paused_abs_IQR,95,IQR,paused,False
d_curvature_mean_neck_abs_10th,97,10th,none,False
d_curvature_mean_neck_abs_50th,97,50th,none,False
d_curvature_mean_neck_abs_90th,97,90th,none,False
d_curvature_mean_neck_abs_IQR,97,IQR,none,False
d_curvature_mean_neck_norm_abs_10th,97,10th,none,False
d_curvature_mean_neck_norm_abs_50th,97,50th,none,False
d_curvature_mean_neck_norm_abs_90th,97,90th,none,False
d_curvature_mean_neck_norm_abs_IQR,97,IQR,none,False
d_curvature_mean_neck_w_backward_abs_10th,97,10th,backward,False
d_curvature_mean_neck_w_backward_abs_50th,97,50th,backward,False
d_curvature_mean_neck_w_backward_abs_90th,42,90th,backward,False
d_curvature_mean_neck_w_backward_abs_IQR,42,IQR,backward,False
d_curvature_mean_neck_w_forward_abs_10th,97,10th,forward,False
d_curvature_mean_neck_w_forward_abs_50th,97,50th,forward,False
d_curvature_mean_neck_w_forward_abs_90th,39,90th,forward,False
d_curvature_mean_neck_w_forward_abs_IQR,39,IQR,forward,False
d_curvature_mean_neck_w_paused_abs_10th,98,10th,paused,False
d_curvature_mean_neck_w_paused_abs_50th,98,50th,paused,False
d_curvature_mean_neck_w_paused_abs_90th,98,90th,paused,False
d_curvature_mean_neck_w_paused_abs_IQR,3,IQR,paused,False
d_curvature_mean_tail_abs_10th,97,10th,none,False
d_curvature_mean_tail_abs_50th,97,50th,none,False
d_curvature_mean_tail_abs_90th,97,90th,none,False
d_curvature_mean_tail_abs_IQR,97,IQR,none,False
d_curvature_mean_tail_norm_abs_10th,97,10th,none,False
d_curvature_mean_tail_norm_abs_50th,97,50th,none,False
d_curvature_mean_tail_norm_abs_90th,97,90th,none,False
d_curvature_mean_tail_norm_abs_IQR,97,IQR,none,False
d_curvature_mean_tail_w_backward_abs_10th,57,10th,backward,False
d_curvature_mean_tail_w_backward_abs_50th,42,50th,backward,False
d_curvature_mean_tail_w_backward_abs_90th,42,90th,backward,False
d_curvature_mean_tail_w_backward_abs_IQR,42,IQR,backward,False
d_curvature_mean_tail_w_forward_abs_10th,97,10th,forward,False
d_curvature_mean_tail_w_forward_abs_50th,97,50th,forward,False
d_curvature_mean_tail_w_forward_abs_90th,97,90th,forward,False
d_curvature_mean_tail_w_forward_abs_IQR,97,IQR,forward,False
d_curvature_mean_tail_w_paused_abs_10th,100,10th,paused,False
d_curvature_mean_tail_w_paused_abs_50th,100,50th,paused,False
d_curvature_mean_tail_w_paused_abs_90th,95,90th,paused,False
d_curvature_mean_tail_w_paused_abs_IQR,95,IQR,paused,False
d_curvature_midbody_abs_10th,97,10th,none,False
d_curvature_midbody_abs_50th,97,50th,none,False
d_curvature_midbody_abs_90th,97,90th,none,False
d_curvature_midbody_abs_IQR,97,IQR,none,False
d_curvature_midbody_norm_abs_10th,97,10th,none,False
d_curvature_midbody_norm_abs_50th,97,50th,none,False
d_curvature_midbody_norm_abs_90th,97,90th,none,False
d_curvature_midbody_norm_abs_IQR,97,IQR,none,False
d_curvature_midbody_w_backward_abs_10th,48,10th,backward,False
d_curvature_midbody_w_backward_abs_50th,42,50th,backward,False
d_curvature_midbody_w_backward_abs_90th,42,90th,backward,False
d_curvature_midbody_w_backward_abs_IQR,42,IQR,backward,False
d_curvature_midbody_w_forward_abs_10th,97,10th,forward,False
d_curvature_midbody_w_forward_abs_50th,97,50th,forward,False
d_curvature_midbody_w_forward_abs_90th,97,90th,forward,False
d_curvature_midbody_w_forward_abs_IQR,97,IQR,forward,False
d_curvature_midbody_w_paused_abs_10th,100,10th,paused,False
d_curvature_midbody_w_paused_abs_50th,100,50th,paused,False
d_curvature_midbody_w_paused_abs_90th,95,90th,paused,False
d_curvature_midbody_w_paused_abs_IQR,95,IQR,paused,False
d_curvature_neck_abs_10th,97,10th,none,False
d_curvature_neck_abs_50th,97,50th,none,False
d_curvature_neck_abs_90th,97,90th,none,False
d_curvature_neck_abs_IQR,97,IQR,none,False
d_curvature_neck_norm_abs_10th,97,10th,none,False
d_curvature_neck_norm_abs_50th,97,50th,none,False
d_curvature_neck_norm_abs_90th,97,90th,none,False
d_curvature_neck_norm_abs_IQR,97,IQR,none,False
d_curvature_neck_w_backward_abs_10th,57,10th,backward,False
d_curvature_neck_w_backward_abs_50th,42,50th,backward,False
d_curvature_neck_w_backward_abs_90th,42,90th,backward,False
d_curvature_neck_w_backward_abs_IQR,42,IQR,backward,False
d_curvature_neck_w_forward_abs_10th,97,10th,forward,False
d_curvature_neck_w_forward_abs_50th,97,50th,forward,False
d_curvature_neck_w_forward_abs_90th,97,90th,forward,False
d_curvature_neck_w_forward_abs_IQR,97,IQR,forward,False
d_curvature_neck_w_paused_abs_10th,98,10th,paused,False
d_curvature_neck_w_paused_abs_50th,98,50th,paused,False
d_curvature_neck_w_paused_abs_90th,58,90th,paused,False
d_curvature_neck_w_paused_abs_IQR,58,IQR,paused,False
d_curvature_std_head_abs_10th,60,10th,none,False
d_curvature_std_head_abs_50th,60,50th,none,False
d_curvature_std_head_abs_90th,60,90th,none,False
d_curvature_std_head_abs_IQR,60,IQR,none,False
d_curvature_std_head_norm_abs_10th,2,10th,none,False
d_curvature_std_head_norm_abs_50th,2,50th,none,False
d_curvature_std_head_norm_abs_90th,2,90th,none,False
d_curvature_std_head_norm_abs_IQR,2,IQR,none,False
d_curvature_std_head_w_backward_abs_10th,41,10th,backward,False
d_curvature_std_head_w_backward_abs_50th,60,50th,backward,False
d_curvature_std_head_w_backward_abs_90th,42,90th,backward,False
d_curvature_std_head_w_backward_abs_IQR,60,IQR,backward,False
d_curvature_std_head_w_forward_abs_10th,60,10th,forward,False
d_curvature_std_head_w_forward_abs_50th,60,50th,forward,False
d_curvature_std_head_w_forward_abs_90th,60,90th,forward,False
d_curvature_std_head_w_forward_abs_IQR,60,IQR,forward,False
d_curvature_std_head_w_paused_abs_10th,98,10th,paused,False
d_curvature_std_head_w_paused_abs_50th,98,50th,paused,False
d_curvature_std_head_w_paused_abs_90th,3,90th,paused,False
d_curvature_std_head_w_paused_abs_IQR,3,IQR,paused,False
d_curvature_std_hips_abs_10th,97,10th,none,False
d_curvature_std_hips_abs_50th,97,50th,none,False
d_curvature_std_hips_abs_90th,97,90th,none,False
d_curvature_std_hips_abs_IQR,97,IQR,none,False
d_curvature_std_hips_norm_abs_10th,97,10th,none,False
d_curvature_std_hips_norm_abs_50th,97,50th,none,False
d_curvature_std_hips_norm_abs_90th,97,90th,none,False
d_curvature_std_hips_norm_abs_IQR,97,IQR,none,False
d_curvature_std_hips_w_backward_abs_10th,57,10th,backward,False
d_curvature_std_hips_w_backward_abs_50th,57,50th,backward,False
d_curvature_std_hips_w_backward_abs_90th,42,90th,backward,False
d_curvature_std_hips_w_backward_abs_IQR,42,IQR,backward,False
d_curvature_std_hips_w_forward_abs_10th,97,10th,forward,False
d_curvature_std_hips_w_forward_abs_50th,97,50th,forward,False
d_curvature_std_hips_w_forward_abs_90th,39,90th,forward,False
d_curvature_std_hips_w_forward_abs_IQR,39,IQR,forward,False
d_curvature_std_hips_w_paused_abs_10th,100,10th,paused,False
d_curvature_std_hips_w_paused_abs_50th,100,50th,paused,False
d_curvature_std_hips_w_paused_abs_90th,95,90th,paused,False
d_curvature_std_hips_w_paused_abs_IQR,95,IQR,paused,False
d_curvature_std_midbody_abs_10th,97,10th,none,False
d_curvature_std_midbody_abs_50th,97,50th,none,False
d_curvature_std_midbody_abs_90th,97,90th,none,False
d_curvature_std_midbody_abs_IQR,97,IQR,none,False
d_curvature_std_midbody_norm_abs_10th,97,10th,none,False
d_curvature_std_midbody_norm_abs_50th,97,50th,none,False
d_curvature_std_midbody_norm_abs_90th,97,90th,none,False
d_curvature_std_midbody_norm_abs_IQR,97,IQR,none,False
d_curvature_std_midbody_w_backward_abs_10th,48,10th,backward,False
d_curvature_std_midbody_w_backward_abs_50th,42,50th,backward,False
d_curvature_std_midbody_w_backward_abs_90th,42,90th,backward,False
d_curvature_std_midbody_w_backward_abs_IQR,42,IQR,backward,False
d_curvature_std_midbody_w_forward_abs_10th,97,10th,forward,False
d_curvature_std_midbody_w_forward_abs_50th,97,50th,forward,False
d_curvature_std_midbody_w_forward_abs_90th,97,90th,forward,False
d_curvature_std_midbody_w_forward_abs_IQR,97,IQR,forward,False
d_curvature_std_midbody_w_paused_abs_10th,100,10th,paused,False
d_curvature_std_midbody_w_paused_abs_50th,100,50th,paused,False
d_curvature_std_midbody_w_paused_abs_90th,95,90th,paused,False
d_curvature_std_midbody_w_paused_abs_IQR,95,IQR,paused,False
d_curvature_std_neck_abs_10th,39,10th,none,False
d_curvature_std_neck_abs_50th,39,50th,none,False
d_curvature_std_neck_abs_90th,39,90th,none,False
d_curvature_std_neck_abs_IQR,39,IQR,none,False
d_curvature_std_neck_norm_abs_10th,39,10th,none,False
d_curvature_std_neck_norm_abs_50th,39,50th,none,False
d_curvature_std_neck_norm_abs_90th,39,90th,none,False
d_curvature_std_neck_norm_abs_IQR,39,IQR,none,False
d_curvature_std_neck_w_backward_abs_10th,57,10th,backward,False
d_curvature_std_neck_w_backward_abs_50th,42,50th,backward,False
d_curvature_std_neck_w_backward_abs_90th,42,90th,backward,False
d_curvature_std_neck_w_backward_abs_IQR,42,IQR,backward,False
d_curvature_std_neck_w_forward_abs_10th,39,10th,forward,False
d_curvature_std_neck_w_forward_abs_50th,39,50th,forward,False
d_curvature_std_neck_w_forward_abs_90th,39,90th,forward,False
d_curvature_std_neck_w_forward_abs_IQR,39,IQR,forward,False
d_curvature_std_neck_w_paused_abs_10th,100,10th,paused,False
d_curvature_std_neck_w_paused_abs_50th,58,50th,paused,False
d_curvature_std_neck_w_paused_abs_90th,58,90th,paused,False
d_curvature_std_neck_w_paused_abs_IQR,58,IQR,paused,False
d_curvature_std_tail_abs_10th,39,10th,none,False
d_curvature_std_tail_abs_50th,39,50th,none,False
d_curvature_std_tail_abs_90th,39,90th,none,False
d_curvature_std_tail_abs_IQR,39,IQR,none,False
d_curvature_std_tail_norm_abs_10th,39,10th,none,False
d_curvature_std_tail_norm_abs_50th,39,50th,none,False
d_curvature_std_tail_norm_abs_90th,39,90th,none,False
d_curvature_std_tail_norm_abs_IQR,39,IQR,none,False
d_curvature_std_tail_w_backward_abs_10th,48,10th,backward,False
d_curvature_std_tail_w_backward_abs_50th,48,50th,backward,False
d_curvature_std_tail_w_backward_abs_90th,42,90th,backward,False
d_curvature_std_tail_w_backward_abs_IQR,42,IQR,backward,False
d_curvature_std_tail_w_forward_abs_10th,39,10th,forward,False
d_curvature_std_tail_w_forward_abs_50th,39,50th,forward,False
d_curvature_std_tail_w_forward_abs_90th,39,90th,forward,False
d_curvature_std_tail_w_forward_abs_IQR,39,IQR,forward,False
d_curvature_std_tail_w_paused_abs_10th,100,10th,paused,False
d_curvature_std_tail_w_paused_abs_50th,100,50th,paused,False
d_curvature_std_tail_w_paused_abs_90th,95,90th,paused,False
d_curvature_std_tail_w_paused_abs_IQR,95,IQR,paused,False
d_curvature_tail_abs_10th,97,10th,none,False
d_curvature_tail_abs_50th,97,50th,none,False
d_curvature_tail_abs_90th,39,90th,none,False
d_curvature_tail_abs_IQR,39,IQR,none,False
d_curvature_tail_norm_abs_10th,97,10th,none,False
d_curvature_tail_norm_abs_50th,97,50th,none,False
d_curvature_tail_norm_abs_90th,39,90th,none,False
d_curvature_tail_norm_abs_IQR,39,IQR,none,False
d_curvature_tail_w_backward_abs_10th,48,10th,backward,False
d_curvature_tail_w_backward_abs_50th,42,50th,backward,False
d_curvature_tail_w_backward_abs_90th,42,90th,backward,False
d_curvature_tail_w_backward_abs_IQR,42,IQR,backward,False
d_curvature_tail_w_forward_abs_10th,97,10th,forward,False
d_curvature_tail_w_forward_abs_50th,97,50th,forward,False
d_curvature_tail_w_forward_abs_90th,39,90th,forward,False
d_curvature_tail_w_forward_abs_IQR,39,IQR,forward,False
d_curvature_tail_w_paused_abs_10th,100,10th,paused,False
d_curvature_tail_w_paused_abs_50th,100,50th,paused,False
d_curvature_tail_w_paused_abs_90th,95,90th,paused,False
d_curvature_tail_w_paused_abs_IQR,95,IQR,paused,False
d_eigen_projection_1_abs_10th,6,10th,none,False
d_eigen_projection_1_abs_50th,6,50th,none,False
d_eigen_projection_1_abs_90th,6,90th,none,False
d_eigen_projection_1_abs_IQR,6,IQR,none,False
d_eigen_projection_1_w_backward_abs_10th,99,10th,backward,False
d_eigen_projection_1_w_backward_abs_50th,6,50th,backward,False
d_eigen_projection_1_w_backward_abs_90th,6,90th,backward,True
d_eigen_projection_1_w_backward_abs_IQR,6,IQR,backward,False
d_eigen_projection_1_w_forward_abs_10th,39,10th,forward,False
d_eigen_projection_1_w_forward_abs_50th,39,50th,forward,False
d_eigen_projection_1_w_forward_abs_90th,39,90th,forward,False
d_eigen_projection_1_w_forward_abs_IQR,39,IQR,forward,False
d_eigen_projection_1_w_paused_abs_10th,100,10th,paused,False
d_eigen_projection_1_w_paused_abs_50th,100,50th,paused,False
d_eigen_projection_1_w_paused_abs_90th,2,90th,paused,False
d_eigen_projection_1_w_paused_abs_IQR,2,IQR,paused,False
d_eigen_projection_2_abs_10th,97,10th,none,False
d_eigen_projection_2_abs_50th,97,50th,none,False
d_eigen_projection_2_abs_90th,97,90th,none,False
d_eigen_projection_2_abs_IQR,97,IQR,none,False
d_eigen_projection_2_w_backward_abs_10th,97,10th,backward,False
d_eigen_projection_2_w_backward_abs_50th,97,50th,backward,False
d_eigen_projection_2_w_backward_abs_90th,97,90th,backward,False
d_eigen_projection_2_w_backward_abs_IQR,97,IQR,backward,False
d_eigen_projection_2_w_forward_abs_10th,97,10th,forward,False
d_eigen_projection_2_w_forward_abs_50th,97,50th,forward,False
d_eigen_projection_2_w_forward_abs_90th,97,90th,forward,False
d_eigen_projection_2_w_forward_abs_IQR,97,IQR,forward,False
d_eigen_projection_2_w_paused_abs_10th,100,10th,paused,False
d_eigen_projection_2_w_paused_abs_50th,100,50th,paused,False
d_eigen_projection_2_w_paused_abs_90th,2,90th,paused,False
d_eigen_projection_2_w_paused_abs_IQR,2,IQR,paused,False
d_eigen_projection_3_abs_10th,97,10th,none,False
d_eigen_projection_3_abs_50th,97,50th,none,False
d_eigen_projection_3_abs_90th,97,90th,none,False
d_eigen_projection_3_abs_IQR,97,IQR,none,False
d_eigen_projection_3_w_backward_abs_10th,97,10th,backward,False
d_eigen_projection_3_w_backward_abs_50th,97,50th,backward,False
d_eigen_projection_3_w_backward_abs_90th,97,90th,backward,False
d_eigen_projection_3_w_backward_abs_IQR,97,IQR,backward,False
d_eigen_projection_3_w_forward_abs_10th,97,10th,forward,False
d_eigen_projection_3_w_forward_abs_50th,97,50th,forward,False
d_eigen_projection_3_w_forward_abs_90th,97,90th,forward,False
d_eigen_projection_3_w_forward_abs_IQR,97,IQR,forward,False
d_eigen_projection_3_w_paused_abs_10th,100,10th,paused,False
d_eigen_projection_3_w_paused_abs_50th,100,50th,paused,False
d_eigen_projection_3_w_paused_abs_90th,2,90th,paused,False
d_eigen_projection_3_w_paused_abs_IQR,2,IQR,paused,False
d_eigen_projection_4_abs_10th,6,10th,none,False
d_eigen_projection_4_abs_50th,6,50th,none,False
d_eigen_projection_4_abs_90th,6,90th,none,False
d_eigen_projection_4_abs_IQR,6,IQR,none,False
d_eigen_projection_4_w_backward_abs_10th,99,10th,backward,False
d_eigen_projection_4_w_backward_abs_50th,99,50th,backward,True
d_eigen_projection_4_w_backward_abs_90th,6,90th,backward,False
d_eigen_projection_4_w_backward_abs_IQR,6,IQR,backward,False
d_eigen_projection_4_w_forward_abs_10th,2,10th,forward,False
d_eigen_projection_4_w_forward_abs_50th,2,50th,forward,False
d_eigen_projection_4_w_forward_abs_90th,2,90th,forward,False
d_eigen_projection_4_w_forward_abs_IQR,2,IQR,forward,False
d_eigen_projection_4_w_paused_abs_10th,19,10th,paused,False
d_eigen_projection_4_w_paused_abs_50th,19,50th,paused,False
d_eigen_projection_4_w_paused_abs_90th,2,90th,paused,False
d_eigen_projection_4_w_paused_abs_IQR,2,IQR,paused,False
d_eigen_projection_5_abs_10th,2,10th,none,False
d_eigen_projection_5_abs_50th,2,50th,none,False
d_eigen_projection_5_abs_90th,2,90th,none,False
d_eigen_projection_5_abs_IQR,2,IQR,none,False
d_eigen_projection_5_w_backward_abs_10th,99,10th,backward,False
d_eigen_projection_5_w_backward_abs_50th,42,50th,backward,False
d_eigen_projection_5_w_backward_abs_90th,42,90th,backward,False
d_eigen_projection_5_w_backward_abs_IQR,42,IQR,backward,False
d_eigen_projection_5_w_forward_abs_10th,2,10th,forward,False
d_eigen_projection_5_w_forward_abs_50th,2,50th,forward,False
d_eigen_projection_5_w_forward_abs_90th,60,90th,forward,False
d_eigen_projection_5_w_forward_abs_IQR,60,IQR,forward,False
d_eigen_projection_5_w_paused_abs_10th,19,10th,paused,False
d_eigen_projection_5_w_paused_abs_50th,19,50th,paused,True
d_eigen_projection_5_w_paused_abs_90th,2,90th,paused,False
d_eigen_projection_5_w_paused_abs_IQR,2,IQR,paused,False
d_eigen_projection_6_abs_10th,2,10th,none,False
d_eigen_projection_6_abs_50th,2,50th,none,False
d_eigen_projection_6_abs_90th,60,90th,none,False
d_eigen_projection_6_abs_IQR,60,IQR,none,False
d_eigen_projection_6_w_backward_abs_10th,99,10th,backward,False
d_eigen_projection_6_w_backward_abs_50th,42,50th,backward,False
d_eigen_projection_6_w_backward_abs_90th,42,90th,backward,False
d_eigen_projection_6_w_backward_abs_IQR,42,IQR,backward,False
d_eigen_projection_6_w_forward_abs_10th,60,10th,forward,False
d_eigen_projection_6_w_forward_abs_50th,60,50th,forward,False
d_eigen_projection_6_w_forward_abs_90th,60,90th,forward,False
d_eigen_projection_6_w_forward_abs_IQR,60,IQR,forward,False
d_eigen_projection_6_w_paused_abs_10th,19,10th,paused,False
d_eigen_projection_6_w_paused_abs_50th,19,50th,paused,False
d_eigen_projection_6_w_paused_abs_90th,3,90th,paused,False
d_eigen_projection_6_w_paused_abs_IQR,3,IQR,paused,False
d_eigen_projection_7_abs_10th,60,10th,none,False
d_eigen_projection_7_abs_50th,60,50th,none,False
d_eigen_projection_7_abs_90th,60,90th,none,False
d_eigen_projection_7_abs_IQR,60,IQR,none,False
d_eigen_projection_7_w_backward_abs_10th,57,10th,backward,False
d_eigen_projection_7_w_backward_abs_50th,39,50th,backward,False
d_eigen_projection_7_w_backward_abs_90th,39,90th,backward,False
d_eigen_projection_7_w_backward_abs_IQR,39,IQR,backward,False
d_eigen_projection_7_w_forward_abs_10th,60,10th,forward,False
d_eigen_projection_7_w_forward_abs_50th,60,50th,forward,False
d_eigen_projection_7_w_forward_abs_90th,60,90th,forward,False
d_eigen_projection_7_w_forward_abs_IQR,60,IQR,forward,False
d_eigen_projection_7_w_paused_abs_10th,100,10th,paused,False
d_eigen_projection_7_w_paused_abs_50th,100,50th,paused,False
d_eigen_projection_7_w_paused_abs_90th,3,90th,paused,False
d_eigen_projection_7_w_paused_abs_IQR,3,IQR,paused,False
d_length_10th,87,10th,none,False
d_length_50th,28,50th,none,False
d_length_90th,39,90th,none,False
d_length_IQR,39,IQR,none,False
d_length_norm_10th,87,10th,none,False
d_length_norm_50th,28,50th,none,False
d_length_norm_90th,39,90th,none,False
d_length_norm_IQR,39,IQR,none,False
d_length_w_backward_10th,79,10th,backward,False
d_length_w_backward_50th,70,50th,backward,False
d_length_w_backward_90th,42,90th,backward,False
d_length_w_backward_IQR,42,IQR,backward,False
d_length_w_forward_10th,88,10th,forward,False
d_length_w_forward_50th,28,50th,forward,True
d_length_w_forward_90th,61,90th,forward,False
d_length_w_forward_IQR,61,IQR,forward,False
d_length_w_paused_10th,75,10th,paused,False
d_length_w_paused_50th,75,50th,paused,False
d_length_w_paused_90th,45,90th,paused,False
d_length_w_paused_IQR,12,IQR,paused,False
d_major_axis_10th,83,10th,none,False
d_major_axis_50th,6,50th,none,False
d_major_axis_90th,6,90th,none,False
d_major_axis_IQR,6,IQR,none,False
d_major_axis_norm_10th,83,10th,none,False
d_major_axis_norm_50th,6,50th,none,False
