masked_video,run_number,wells_checked
/Volumes/behavgenom$/Ida/Data/Hydra/SyngentaScreen/MaskedVideos/20191213/syngenta_screen_run6_prestim_20191213_165426.22956813/metadata.hdf5,6,TRUE
/Volumes/behavgenom$/Ida/Data/Hydra/SyngentaScreen/MaskedVideos/20191213/syngenta_screen_run6_prestim_20191213_165426.22956807/metadata.hdf5,6,TRUE
/Volumes/behavgenom$/Ida/Data/Hydra/SyngentaScreen/MaskedVideos/20191213/syngenta_screen_run6_prestim_20191213_165426.22956805/metadata.hdf5,6,TRUE
/Volumes/behavgenom$/Ida/Data/Hydra/SyngentaScreen/MaskedVideos/20191213/syngenta_screen_run6_prestim_20191213_165426.22956818/metadata.hdf5,6,TRUE
/Volumes/behavgenom$/Ida/Data/Hydra/SyngentaScreen/MaskedVideos/20191213/syngenta_screen_run6_prestim_20191213_165516.22956814/metadata.hdf5,6,TRUE
/Volumes/behavgenom$/Ida/Data/Hydra/SyngentaScreen/MaskedVideos/20191213/syngenta_screen_run6_prestim_20191213_165516.22956840/metadata.hdf5,6,TRUE
/Volumes/behavgenom$/Ida/Data/Hydra/SyngentaScreen/MaskedVideos/20191213/syngenta_screen_run6_prestim_20191213_165516.22956823/metadata.hdf5,6,TRUE
/Volumes/behavgenom$/Ida/Data/Hydra/SyngentaScreen/MaskedVideos/20191213/syngenta_screen_run6_prestim_20191213_165516.22956819/metadata.hdf5,6,TRUE
/Volumes/behavgenom$/Ida/Data/Hydra/SyngentaScreen/MaskedVideos/20191213/syngenta_screen_run6_prestim_20191213_165516.22956833/metadata.hdf5,6,TRUE
/Volumes/behavgenom$/Ida/Data/Hydra/SyngentaScreen/MaskedVideos/20191213/syngenta_screen_run6_prestim_20191213_165516.22956827/metadata.hdf5,6,TRUE
