,group_label,stat_label,motion_label
d_curvature_mean_tail_w_backward_90th,d_curvature,90th,backward
d_curvature_std_head_w_backward_90th,d_curvature,90th,backward
d_curvature_std_neck_w_backward_90th,d_curvature,90th,backward
d_curvature_std_midbody_w_backward_90th,d_curvature,90th,backward
d_curvature_std_hips_w_backward_90th,d_curvature,90th,backward
d_curvature_std_tail_w_backward_90th,d_curvature,90th,backward
d_angular_velocity_w_backward_90th,d_angular_velocity,90th,backward
d_relative_to_body_angular_velocity_head_tip_w_backward_90th,d_relative_to_angular_velocity_head_tip,90th,backward
d_relative_to_body_angular_velocity_neck_w_backward_90th,d_relative_to_angular_velocity,90th,backward
d_relative_to_body_angular_velocity_hips_w_backward_90th,d_relative_to_angular_velocity,90th,backward
d_relative_to_body_angular_velocity_tail_tip_w_backward_90th,d_relative_to_angular_velocity,90th,backward
d_angular_velocity_neck_w_backward_90th,d_angular_velocity,90th,backward
d_relative_to_neck_angular_velocity_head_tip_w_backward_90th,d_relative_to_angular_velocity_head_tip,90th,backward
d_angular_velocity_head_base_w_backward_90th,d_angular_velocity,90th,backward
d_relative_to_head_base_angular_velocity_head_tip_w_backward_90th,d_relative_to_angular_velocity_head_tip,90th,backward
d_angular_velocity_hips_w_backward_90th,d_angular_velocity,90th,backward
d_relative_to_hips_angular_velocity_tail_tip_w_backward_90th,d_relative_to_angular_velocity,90th,backward
d_angular_velocity_tail_base_w_backward_90th,d_angular_velocity,90th,backward
d_relative_to_tail_base_angular_velocity_tail_tip_w_backward_90th,d_relative_to_angular_velocity,90th,backward
d_angular_velocity_midbody_w_backward_90th,d_angular_velocity,90th,backward
d_angular_velocity_head_tip_w_backward_90th,d_angular_velocity_head_tip,90th,backward
d_angular_velocity_tail_tip_w_backward_90th,d_angular_velocity,90th,backward
d_eigen_projection_1_w_backward_90th,d_eigen_projection_1,90th,backward
d_eigen_projection_2_w_backward_90th,d_eigen_projection_2,90th,backward
d_eigen_projection_3_w_backward_90th,d_eigen_projection_3,90th,backward
d_eigen_projection_4_w_backward_90th,d_eigen_projection_4,90th,backward
d_eigen_projection_5_w_backward_90th,d_eigen_projection_5,90th,backward
d_eigen_projection_6_w_backward_90th,d_eigen_projection_6,90th,backward
d_eigen_projection_7_w_backward_90th,d_eigen_projection_7,90th,backward
relative_to_body_speed_midbody_w_forward_90th,relative_to_speed,90th,forward
path_curvature_body_w_forward_90th,path_curvature,90th,forward
path_curvature_tail_w_forward_90th,path_curvature,90th,forward
path_curvature_midbody_w_forward_90th,path_curvature,90th,forward
path_curvature_head_w_forward_90th,path_curvature,90th,forward
curvature_head_w_forward_90th,curvature,90th,forward
curvature_hips_w_forward_90th,curvature,90th,forward
curvature_midbody_w_forward_90th,curvature,90th,forward
curvature_neck_w_forward_90th,curvature,90th,forward
curvature_tail_w_forward_90th,curvature,90th,forward
curvature_mean_head_w_forward_90th,curvature,90th,forward
curvature_mean_neck_w_forward_90th,curvature,90th,forward
curvature_mean_midbody_w_forward_90th,curvature,90th,forward
curvature_mean_hips_w_forward_90th,curvature,90th,forward
curvature_mean_tail_w_forward_90th,curvature,90th,forward
curvature_std_head_w_forward_90th,curvature,90th,forward
curvature_std_neck_w_forward_90th,curvature,90th,forward
curvature_std_midbody_w_forward_90th,curvature,90th,forward
curvature_std_hips_w_forward_90th,curvature,90th,forward
curvature_std_tail_w_forward_90th,curvature,90th,forward
angular_velocity_w_forward_90th,angular_velocity,90th,forward
relative_to_body_angular_velocity_head_tip_w_forward_90th,relative_to_angular_velocity_head_tip,90th,forward
relative_to_body_angular_velocity_neck_w_forward_90th,relative_to_angular_velocity,90th,forward
relative_to_body_angular_velocity_hips_w_forward_90th,relative_to_angular_velocity,90th,forward
relative_to_body_angular_velocity_tail_tip_w_forward_90th,relative_to_angular_velocity,90th,forward
angular_velocity_neck_w_forward_90th,angular_velocity,90th,forward
relative_to_neck_angular_velocity_head_tip_w_forward_90th,relative_to_angular_velocity_head_tip,90th,forward
angular_velocity_head_base_w_forward_90th,angular_velocity,90th,forward
relative_to_head_base_angular_velocity_head_tip_w_forward_90th,relative_to_angular_velocity_head_tip,90th,forward
angular_velocity_hips_w_forward_90th,angular_velocity,90th,forward
relative_to_hips_angular_velocity_tail_tip_w_forward_90th,relative_to_angular_velocity,90th,forward
angular_velocity_tail_base_w_forward_90th,angular_velocity,90th,forward
relative_to_tail_base_angular_velocity_tail_tip_w_forward_90th,relative_to_angular_velocity,90th,forward
angular_velocity_midbody_w_forward_90th,angular_velocity,90th,forward
angular_velocity_head_tip_w_forward_90th,angular_velocity_head_tip,90th,forward
angular_velocity_tail_tip_w_forward_90th,angular_velocity,90th,forward
eigen_projection_1_w_forward_90th,eigen_projection_1,90th,forward
eigen_projection_2_w_forward_90th,eigen_projection_2,90th,forward
eigen_projection_3_w_forward_90th,eigen_projection_3,90th,forward
eigen_projection_4_w_forward_90th,eigen_projection_4,90th,forward
eigen_projection_5_w_forward_90th,eigen_projection_5,90th,forward
eigen_projection_6_w_forward_90th,eigen_projection_6,90th,forward
eigen_projection_7_w_forward_90th,eigen_projection_7,90th,forward
d_relative_to_body_speed_midbody_w_forward_90th,d_relative_to_speed,90th,forward
d_path_curvature_body_w_forward_90th,d_path_curvature,90th,forward
d_path_curvature_tail_w_forward_90th,d_path_curvature,90th,forward
d_path_curvature_midbody_w_forward_90th,d_path_curvature,90th,forward
d_path_curvature_head_w_forward_90th,d_path_curvature,90th,forward
d_curvature_head_w_forward_90th,d_curvature,90th,forward
d_curvature_hips_w_forward_90th,d_curvature,90th,forward
d_curvature_midbody_w_forward_90th,d_curvature,90th,forward
d_curvature_neck_w_forward_90th,d_curvature,90th,forward
d_curvature_tail_w_forward_90th,d_curvature,90th,forward
d_curvature_mean_head_w_forward_90th,d_curvature,90th,forward
d_curvature_mean_neck_w_forward_90th,d_curvature,90th,forward
d_curvature_mean_midbody_w_forward_90th,d_curvature,90th,forward
d_curvature_mean_hips_w_forward_90th,d_curvature,90th,forward
d_curvature_mean_tail_w_forward_90th,d_curvature,90th,forward
d_curvature_std_head_w_forward_90th,d_curvature,90th,forward
d_curvature_std_neck_w_forward_90th,d_curvature,90th,forward
d_curvature_std_midbody_w_forward_90th,d_curvature,90th,forward
d_curvature_std_hips_w_forward_90th,d_curvature,90th,forward
d_curvature_std_tail_w_forward_90th,d_curvature,90th,forward
d_angular_velocity_w_forward_90th,d_angular_velocity,90th,forward
d_relative_to_body_angular_velocity_head_tip_w_forward_90th,d_relative_to_angular_velocity_head_tip,90th,forward
d_relative_to_body_angular_velocity_neck_w_forward_90th,d_relative_to_angular_velocity,90th,forward
d_relative_to_body_angular_velocity_hips_w_forward_90th,d_relative_to_angular_velocity,90th,forward
d_relative_to_body_angular_velocity_tail_tip_w_forward_90th,d_relative_to_angular_velocity,90th,forward
d_angular_velocity_neck_w_forward_90th,d_angular_velocity,90th,forward
d_relative_to_neck_angular_velocity_head_tip_w_forward_90th,d_relative_to_angular_velocity_head_tip,90th,forward
d_angular_velocity_head_base_w_forward_90th,d_angular_velocity,90th,forward
d_relative_to_head_base_angular_velocity_head_tip_w_forward_90th,d_relative_to_angular_velocity_head_tip,90th,forward
d_angular_velocity_hips_w_forward_90th,d_angular_velocity,90th,forward
d_relative_to_hips_angular_velocity_tail_tip_w_forward_90th,d_relative_to_angular_velocity,90th,forward
d_angular_velocity_tail_base_w_forward_90th,d_angular_velocity,90th,forward
d_relative_to_tail_base_angular_velocity_tail_tip_w_forward_90th,d_relative_to_angular_velocity,90th,forward
d_angular_velocity_midbody_w_forward_90th,d_angular_velocity,90th,forward
d_angular_velocity_head_tip_w_forward_90th,d_angular_velocity_head_tip,90th,forward
d_angular_velocity_tail_tip_w_forward_90th,d_angular_velocity,90th,forward
d_eigen_projection_1_w_forward_90th,d_eigen_projection_1,90th,forward
d_eigen_projection_2_w_forward_90th,d_eigen_projection_2,90th,forward
d_eigen_projection_3_w_forward_90th,d_eigen_projection_3,90th,forward
d_eigen_projection_4_w_forward_90th,d_eigen_projection_4,90th,forward
d_eigen_projection_5_w_forward_90th,d_eigen_projection_5,90th,forward
d_eigen_projection_6_w_forward_90th,d_eigen_projection_6,90th,forward
d_eigen_projection_7_w_forward_90th,d_eigen_projection_7,90th,forward
relative_to_body_speed_midbody_w_paused_90th,relative_to_speed,90th,paused
path_curvature_body_w_paused_90th,path_curvature,90th,paused
path_curvature_tail_w_paused_90th,path_curvature,90th,paused
path_curvature_midbody_w_paused_90th,path_curvature,90th,paused
path_curvature_head_w_paused_90th,path_curvature,90th,paused
curvature_head_w_paused_90th,curvature,90th,paused
curvature_hips_w_paused_90th,curvature,90th,paused
curvature_midbody_w_paused_90th,curvature,90th,paused
curvature_neck_w_paused_90th,curvature,90th,paused
curvature_tail_w_paused_90th,curvature,90th,paused
curvature_mean_head_w_paused_90th,curvature,90th,paused
curvature_mean_neck_w_paused_90th,curvature,90th,paused
curvature_mean_midbody_w_paused_90th,curvature,90th,paused
curvature_mean_hips_w_paused_90th,curvature,90th,paused
curvature_mean_tail_w_paused_90th,curvature,90th,paused
curvature_std_head_w_paused_90th,curvature,90th,paused
curvature_std_neck_w_paused_90th,curvature,90th,paused
curvature_std_midbody_w_paused_90th,curvature,90th,paused
curvature_std_hips_w_paused_90th,curvature,90th,paused
curvature_std_tail_w_paused_90th,curvature,90th,paused
angular_velocity_w_paused_90th,angular_velocity,90th,paused
relative_to_body_angular_velocity_head_tip_w_paused_90th,relative_to_angular_velocity_head_tip,90th,paused
relative_to_body_angular_velocity_neck_w_paused_90th,relative_to_angular_velocity,90th,paused
relative_to_body_angular_velocity_hips_w_paused_90th,relative_to_angular_velocity,90th,paused
relative_to_body_angular_velocity_tail_tip_w_paused_90th,relative_to_angular_velocity,90th,paused
angular_velocity_neck_w_paused_90th,angular_velocity,90th,paused
relative_to_neck_angular_velocity_head_tip_w_paused_90th,relative_to_angular_velocity_head_tip,90th,paused
angular_velocity_head_base_w_paused_90th,angular_velocity,90th,paused
relative_to_head_base_angular_velocity_head_tip_w_paused_90th,relative_to_angular_velocity_head_tip,90th,paused
angular_velocity_hips_w_paused_90th,angular_velocity,90th,paused
relative_to_hips_angular_velocity_tail_tip_w_paused_90th,relative_to_angular_velocity,90th,paused
angular_velocity_tail_base_w_paused_90th,angular_velocity,90th,paused
relative_to_tail_base_angular_velocity_tail_tip_w_paused_90th,relative_to_angular_velocity,90th,paused
angular_velocity_midbody_w_paused_90th,angular_velocity,90th,paused
angular_velocity_head_tip_w_paused_90th,angular_velocity_head_tip,90th,paused
angular_velocity_tail_tip_w_paused_90th,angular_velocity,90th,paused
eigen_projection_1_w_paused_90th,eigen_projection_1,90th,paused
eigen_projection_2_w_paused_90th,eigen_projection_2,90th,paused
eigen_projection_3_w_paused_90th,eigen_projection_3,90th,paused
eigen_projection_4_w_paused_90th,eigen_projection_4,90th,paused
eigen_projection_5_w_paused_90th,eigen_projection_5,90th,paused
eigen_projection_6_w_paused_90th,eigen_projection_6,90th,paused
eigen_projection_7_w_paused_90th,eigen_projection_7,90th,paused
d_relative_to_body_speed_midbody_w_paused_90th,d_relative_to_speed,90th,paused
d_path_curvature_body_w_paused_90th,d_path_curvature,90th,paused
d_path_curvature_tail_w_paused_90th,d_path_curvature,90th,paused
d_path_curvature_midbody_w_paused_90th,d_path_curvature,90th,paused
d_path_curvature_head_w_paused_90th,d_path_curvature,90th,paused
d_curvature_head_w_paused_90th,d_curvature,90th,paused
d_curvature_hips_w_paused_90th,d_curvature,90th,paused
d_curvature_midbody_w_paused_90th,d_curvature,90th,paused
d_curvature_neck_w_paused_90th,d_curvature,90th,paused
d_curvature_tail_w_paused_90th,d_curvature,90th,paused
d_curvature_mean_head_w_paused_90th,d_curvature,90th,paused
d_curvature_mean_neck_w_paused_90th,d_curvature,90th,paused
d_curvature_mean_midbody_w_paused_90th,d_curvature,90th,paused
d_curvature_mean_hips_w_paused_90th,d_curvature,90th,paused
d_curvature_mean_tail_w_paused_90th,d_curvature,90th,paused
d_curvature_std_head_w_paused_90th,d_curvature,90th,paused
d_curvature_std_neck_w_paused_90th,d_curvature,90th,paused
d_curvature_std_midbody_w_paused_90th,d_curvature,90th,paused
d_curvature_std_hips_w_paused_90th,d_curvature,90th,paused
d_curvature_std_tail_w_paused_90th,d_curvature,90th,paused
d_angular_velocity_w_paused_90th,d_angular_velocity,90th,paused
d_relative_to_body_angular_velocity_head_tip_w_paused_90th,d_relative_to_angular_velocity_head_tip,90th,paused
d_relative_to_body_angular_velocity_neck_w_paused_90th,d_relative_to_angular_velocity,90th,paused
d_relative_to_body_angular_velocity_hips_w_paused_90th,d_relative_to_angular_velocity,90th,paused
d_relative_to_body_angular_velocity_tail_tip_w_paused_90th,d_relative_to_angular_velocity,90th,paused
d_angular_velocity_neck_w_paused_90th,d_angular_velocity,90th,paused
d_relative_to_neck_angular_velocity_head_tip_w_paused_90th,d_relative_to_angular_velocity_head_tip,90th,paused
d_angular_velocity_head_base_w_paused_90th,d_angular_velocity,90th,paused
d_relative_to_head_base_angular_velocity_head_tip_w_paused_90th,d_relative_to_angular_velocity_head_tip,90th,paused
d_angular_velocity_hips_w_paused_90th,d_angular_velocity,90th,paused
d_relative_to_hips_angular_velocity_tail_tip_w_paused_90th,d_relative_to_angular_velocity,90th,paused
d_angular_velocity_tail_base_w_paused_90th,d_angular_velocity,90th,paused
d_relative_to_tail_base_angular_velocity_tail_tip_w_paused_90th,d_relative_to_angular_velocity,90th,paused
d_angular_velocity_midbody_w_paused_90th,d_angular_velocity,90th,paused
d_angular_velocity_head_tip_w_paused_90th,d_angular_velocity_head_tip,90th,paused
d_angular_velocity_tail_tip_w_paused_90th,d_angular_velocity,90th,paused
d_eigen_projection_1_w_paused_90th,d_eigen_projection_1,90th,paused
d_eigen_projection_2_w_paused_90th,d_eigen_projection_2,90th,paused
d_eigen_projection_3_w_paused_90th,d_eigen_projection_3,90th,paused
d_eigen_projection_4_w_paused_90th,d_eigen_projection_4,90th,paused
d_eigen_projection_5_w_paused_90th,d_eigen_projection_5,90th,paused
d_eigen_projection_6_w_paused_90th,d_eigen_projection_6,90th,paused
d_eigen_projection_7_w_paused_90th,d_eigen_projection_7,90th,paused
relative_to_body_speed_midbody_w_backward_IQR,relative_to_speed,IQR,backward
path_curvature_body_w_backward_IQR,path_curvature,IQR,backward
path_curvature_tail_w_backward_IQR,path_curvature,IQR,backward
path_curvature_midbody_w_backward_IQR,path_curvature,IQR,backward
path_curvature_head_w_backward_IQR,path_curvature,IQR,backward
curvature_head_w_backward_IQR,curvature,IQR,backward
curvature_hips_w_backward_IQR,curvature,IQR,backward
curvature_midbody_w_backward_IQR,curvature,IQR,backward
curvature_neck_w_backward_IQR,curvature,IQR,backward
curvature_tail_w_backward_IQR,curvature,IQR,backward
curvature_mean_head_w_backward_IQR,curvature,IQR,backward
curvature_mean_neck_w_backward_IQR,curvature,IQR,backward
curvature_mean_midbody_w_backward_IQR,curvature,IQR,backward
curvature_mean_hips_w_backward_IQR,curvature,IQR,backward
curvature_mean_tail_w_backward_IQR,curvature,IQR,backward
curvature_std_head_w_backward_IQR,curvature,IQR,backward
curvature_std_neck_w_backward_IQR,curvature,IQR,backward
curvature_std_midbody_w_backward_IQR,curvature,IQR,backward
curvature_std_hips_w_backward_IQR,curvature,IQR,backward
curvature_std_tail_w_backward_IQR,curvature,IQR,backward
angular_velocity_w_backward_IQR,angular_velocity,IQR,backward
relative_to_body_angular_velocity_head_tip_w_backward_IQR,relative_to_angular_velocity_head_tip,IQR,backward
