,group_label,stat_label,motion_label
speed_midbody_norm_IQR,speed,IQR,none
speed_norm_IQR,speed,IQR,none
minor_axis_norm_IQR,minor_axis,IQR,none
head_tail_distance_norm_IQR,distance,IQR,none
width_midbody_norm_IQR,width,IQR,none
dist_from_food_edge_norm_IQR,dist_from_food,IQR,none
relative_to_neck_radial_velocity_head_tip_norm_IQR,relative_to_radial_velocity_head_tip,IQR,none
width_tail_base_norm_IQR,width,IQR,none
relative_to_body_radial_velocity_neck_norm_IQR,relative_to_radial_velocity,IQR,none
speed_head_base_norm_IQR,speed,IQR,none
speed_tail_base_norm_IQR,speed,IQR,none
relative_to_body_radial_velocity_head_tip_norm_IQR,relative_to_radial_velocity_head_tip,IQR,none
relative_to_hips_radial_velocity_tail_tip_norm_IQR,relative_to_radial_velocity,IQR,none
major_axis_norm_IQR,major_axis,IQR,none
d_dist_from_food_edge_norm_IQR,d_dist_from_food,IQR,none
relative_to_body_speed_midbody_norm_abs_IQR,relative_to_speed_abs,IQR,none
speed_head_tip_norm_IQR,speed_head_tip,IQR,none
speed_neck_norm_IQR,speed,IQR,none
relative_to_tail_base_radial_velocity_tail_tip_norm_IQR,relative_to_radial_velocity,IQR,none
speed_hips_norm_IQR,speed,IQR,none
d_width_head_base_norm_IQR,d_width,IQR,none
length_norm_IQR,length,IQR,none
width_head_base_norm_IQR,width,IQR,none
d_curvature_mean_tail_norm_abs_IQR,d_curvature_abs,IQR,none
curvature_hips_norm_abs_IQR,curvature_abs,IQR,none
d_curvature_mean_head_norm_abs_IQR,d_curvature_abs,IQR,none
d_curvature_std_head_norm_abs_IQR,d_curvature_abs,IQR,none
curvature_mean_neck_norm_abs_IQR,curvature_abs,IQR,none
curvature_mean_midbody_norm_abs_IQR,curvature_abs,IQR,none
d_curvature_std_tail_norm_abs_IQR,d_curvature_abs,IQR,none
d_curvature_head_norm_abs_IQR,d_curvature_abs,IQR,none
curvature_tail_norm_abs_IQR,curvature_abs,IQR,none
d_path_curvature_midbody_norm_abs_IQR,d_path_curvature_abs,IQR,none
d_curvature_tail_norm_abs_IQR,d_curvature_abs,IQR,none
d_curvature_std_hips_norm_abs_IQR,d_curvature_abs,IQR,none
d_curvature_std_midbody_norm_abs_IQR,d_curvature_abs,IQR,none
d_curvature_mean_midbody_norm_abs_IQR,d_curvature_abs,IQR,none
d_path_curvature_body_norm_abs_IQR,d_path_curvature_abs,IQR,none
curvature_std_neck_norm_abs_IQR,curvature_abs,IQR,none
d_curvature_std_neck_norm_abs_IQR,d_curvature_abs,IQR,none
path_curvature_midbody_norm_abs_IQR,path_curvature_abs,IQR,none
curvature_std_head_norm_abs_IQR,curvature_abs,IQR,none
d_curvature_hips_norm_abs_IQR,d_curvature_abs,IQR,none
d_curvature_mean_neck_norm_abs_IQR,d_curvature_abs,IQR,none
curvature_mean_head_norm_abs_IQR,curvature_abs,IQR,none
d_curvature_neck_norm_abs_IQR,d_curvature_abs,IQR,none
path_curvature_body_norm_abs_IQR,path_curvature_abs,IQR,none
curvature_head_norm_abs_IQR,curvature_abs,IQR,none
d_path_curvature_head_norm_abs_IQR,d_path_curvature_abs,IQR,none
path_curvature_head_norm_abs_IQR,path_curvature_abs,IQR,none
curvature_std_hips_norm_abs_IQR,curvature_abs,IQR,none
curvature_std_tail_norm_abs_IQR,curvature_abs,IQR,none
curvature_neck_norm_abs_IQR,curvature_abs,IQR,none
d_path_curvature_tail_norm_abs_IQR,d_path_curvature_abs,IQR,none
path_curvature_tail_norm_abs_IQR,path_curvature_abs,IQR,none
curvature_midbody_norm_abs_IQR,curvature_abs,IQR,none
curvature_std_midbody_norm_abs_IQR,curvature_abs,IQR,none
curvature_mean_hips_norm_abs_IQR,curvature_abs,IQR,none
d_curvature_midbody_norm_abs_IQR,d_curvature_abs,IQR,none
curvature_mean_tail_norm_abs_IQR,curvature_abs,IQR,none
d_curvature_mean_hips_norm_abs_IQR,d_curvature_abs,IQR,none
d_area_norm_IQR,d_area,IQR,none
area_norm_IQR,area,IQR,none
path_coverage_midbody_norm,path_coverage,none,none
path_density_midbody_norm_50th,path_density,50th,none
path_density_midbody_norm_95th,path_density,none,none
path_transit_time_midbody_norm_50th,path_transit_time,50th,none
path_transit_time_midbody_norm_95th,path_transit_time,none,none
path_coverage_head_norm,path_coverage,none,none
path_density_head_norm_50th,path_density,50th,none
path_density_head_norm_95th,path_density,none,none
path_transit_time_head_norm_50th,path_transit_time,50th,none
path_transit_time_head_norm_95th,path_transit_time,none,none
path_coverage_tail_norm,path_coverage,none,none
path_density_tail_norm_50th,path_density,50th,none
path_density_tail_norm_95th,path_density,none,none
path_transit_time_tail_norm_50th,path_transit_time,50th,none
path_transit_time_tail_norm_95th,path_transit_time,none,none
path_coverage_body_norm,path_coverage,none,none
path_density_body_norm_50th,path_density,50th,none
path_density_body_norm_95th,path_density,none,none
path_transit_time_body_norm_50th,path_transit_time,50th,none
path_transit_time_body_norm_95th,path_transit_time,none,none
speed_w_backward_10th,speed,10th,backward
angular_velocity_w_backward_abs_10th,angular_velocity_abs,10th,backward
relative_to_body_speed_midbody_w_backward_abs_10th,relative_to_speed_abs,10th,backward
relative_to_body_radial_velocity_head_tip_w_backward_10th,relative_to_radial_velocity_head_tip,10th,backward
relative_to_body_angular_velocity_head_tip_w_backward_abs_10th,relative_to_angular_velocity_head_tip_abs,10th,backward
relative_to_body_radial_velocity_neck_w_backward_10th,relative_to_radial_velocity,10th,backward
relative_to_body_angular_velocity_neck_w_backward_abs_10th,relative_to_angular_velocity_abs,10th,backward
relative_to_body_radial_velocity_hips_w_backward_10th,relative_to_radial_velocity,10th,backward
relative_to_body_angular_velocity_hips_w_backward_abs_10th,relative_to_angular_velocity_abs,10th,backward
relative_to_body_radial_velocity_tail_tip_w_backward_10th,relative_to_radial_velocity,10th,backward
relative_to_body_angular_velocity_tail_tip_w_backward_abs_10th,relative_to_angular_velocity_abs,10th,backward
speed_neck_w_backward_10th,speed,10th,backward
angular_velocity_neck_w_backward_abs_10th,angular_velocity_abs,10th,backward
relative_to_neck_radial_velocity_head_tip_w_backward_10th,relative_to_radial_velocity_head_tip,10th,backward
relative_to_neck_angular_velocity_head_tip_w_backward_abs_10th,relative_to_angular_velocity_head_tip_abs,10th,backward
speed_head_base_w_backward_10th,speed,10th,backward
angular_velocity_head_base_w_backward_abs_10th,angular_velocity_abs,10th,backward
relative_to_head_base_radial_velocity_head_tip_w_backward_10th,relative_to_radial_velocity_head_tip,10th,backward
relative_to_head_base_angular_velocity_head_tip_w_backward_abs_10th,relative_to_angular_velocity_head_tip_abs,10th,backward
speed_hips_w_backward_10th,speed,10th,backward
angular_velocity_hips_w_backward_abs_10th,angular_velocity_abs,10th,backward
relative_to_hips_radial_velocity_tail_tip_w_backward_10th,relative_to_radial_velocity,10th,backward
relative_to_hips_angular_velocity_tail_tip_w_backward_abs_10th,relative_to_angular_velocity_abs,10th,backward
speed_tail_base_w_backward_10th,speed,10th,backward
angular_velocity_tail_base_w_backward_abs_10th,angular_velocity_abs,10th,backward
relative_to_tail_base_radial_velocity_tail_tip_w_backward_10th,relative_to_radial_velocity,10th,backward
relative_to_tail_base_angular_velocity_tail_tip_w_backward_abs_10th,relative_to_angular_velocity_abs,10th,backward
speed_midbody_w_backward_10th,speed,10th,backward
angular_velocity_midbody_w_backward_abs_10th,angular_velocity_abs,10th,backward
speed_head_tip_w_backward_10th,speed_head_tip,10th,backward
angular_velocity_head_tip_w_backward_abs_10th,angular_velocity_head_tip_abs,10th,backward
speed_tail_tip_w_backward_10th,speed,10th,backward
angular_velocity_tail_tip_w_backward_abs_10th,angular_velocity_abs,10th,backward
length_w_backward_10th,length,10th,backward
area_w_backward_10th,area,10th,backward
width_head_base_w_backward_10th,width,10th,backward
width_midbody_w_backward_10th,width,10th,backward
width_tail_base_w_backward_10th,width,10th,backward
quirkiness_w_backward_10th,quirkiness,10th,backward
major_axis_w_backward_10th,major_axis,10th,backward
minor_axis_w_backward_10th,minor_axis,10th,backward
eigen_projection_1_w_backward_abs_10th,eigen_projection_1_abs,10th,backward
eigen_projection_2_w_backward_abs_10th,eigen_projection_2_abs,10th,backward
eigen_projection_3_w_backward_abs_10th,eigen_projection_3_abs,10th,backward
eigen_projection_4_w_backward_abs_10th,eigen_projection_4_abs,10th,backward
eigen_projection_5_w_backward_abs_10th,eigen_projection_5_abs,10th,backward
eigen_projection_6_w_backward_abs_10th,eigen_projection_6_abs,10th,backward
eigen_projection_7_w_backward_abs_10th,eigen_projection_7_abs,10th,backward
curvature_head_w_backward_abs_10th,curvature_abs,10th,backward
curvature_hips_w_backward_abs_10th,curvature_abs,10th,backward
curvature_midbody_w_backward_abs_10th,curvature_abs,10th,backward
curvature_neck_w_backward_abs_10th,curvature_abs,10th,backward
curvature_tail_w_backward_abs_10th,curvature_abs,10th,backward
curvature_mean_head_w_backward_abs_10th,curvature_abs,10th,backward
curvature_mean_neck_w_backward_abs_10th,curvature_abs,10th,backward
curvature_mean_midbody_w_backward_abs_10th,curvature_abs,10th,backward
curvature_mean_hips_w_backward_abs_10th,curvature_abs,10th,backward
curvature_mean_tail_w_backward_abs_10th,curvature_abs,10th,backward
curvature_std_head_w_backward_abs_10th,curvature_abs,10th,backward
curvature_std_neck_w_backward_abs_10th,curvature_abs,10th,backward
curvature_std_midbody_w_backward_abs_10th,curvature_abs,10th,backward
curvature_std_hips_w_backward_abs_10th,curvature_abs,10th,backward
curvature_std_tail_w_backward_abs_10th,curvature_abs,10th,backward
orientation_food_edge_w_backward_10th,orientation_food,10th,backward
dist_from_food_edge_w_backward_10th,dist_from_food,10th,backward
path_curvature_body_w_backward_abs_10th,path_curvature_abs,10th,backward
path_curvature_tail_w_backward_abs_10th,path_curvature_abs,10th,backward
path_curvature_midbody_w_backward_abs_10th,path_curvature_abs,10th,backward
path_curvature_head_w_backward_abs_10th,path_curvature_abs,10th,backward
d_speed_w_backward_10th,d_speed,10th,backward
d_angular_velocity_w_backward_abs_10th,d_angular_velocity_abs,10th,backward
d_relative_to_body_speed_midbody_w_backward_abs_10th,d_relative_to_speed_abs,10th,backward
d_relative_to_body_radial_velocity_head_tip_w_backward_10th,d_relative_to_radial_velocity_head_tip,10th,backward
d_relative_to_body_angular_velocity_head_tip_w_backward_abs_10th,d_relative_to_angular_velocity_head_tip_abs,10th,backward
d_relative_to_body_radial_velocity_neck_w_backward_10th,d_relative_to_radial_velocity,10th,backward
d_relative_to_body_angular_velocity_neck_w_backward_abs_10th,d_relative_to_angular_velocity_abs,10th,backward
d_relative_to_body_radial_velocity_hips_w_backward_10th,d_relative_to_radial_velocity,10th,backward
d_relative_to_body_angular_velocity_hips_w_backward_abs_10th,d_relative_to_angular_velocity_abs,10th,backward
d_relative_to_body_radial_velocity_tail_tip_w_backward_10th,d_relative_to_radial_velocity,10th,backward
d_relative_to_body_angular_velocity_tail_tip_w_backward_abs_10th,d_relative_to_angular_velocity_abs,10th,backward
d_speed_neck_w_backward_10th,d_speed,10th,backward
d_angular_velocity_neck_w_backward_abs_10th,d_angular_velocity_abs,10th,backward
d_relative_to_neck_radial_velocity_head_tip_w_backward_10th,d_relative_to_radial_velocity_head_tip,10th,backward
d_relative_to_neck_angular_velocity_head_tip_w_backward_abs_10th,d_relative_to_angular_velocity_head_tip_abs,10th,backward
d_speed_head_base_w_backward_10th,d_speed,10th,backward
d_angular_velocity_head_base_w_backward_abs_10th,d_angular_velocity_abs,10th,backward
d_relative_to_head_base_radial_velocity_head_tip_w_backward_10th,d_relative_to_radial_velocity_head_tip,10th,backward
d_relative_to_head_base_angular_velocity_head_tip_w_backward_abs_10th,d_relative_to_angular_velocity_head_tip_abs,10th,backward
d_speed_hips_w_backward_10th,d_speed,10th,backward
d_angular_velocity_hips_w_backward_abs_10th,d_angular_velocity_abs,10th,backward
d_relative_to_hips_radial_velocity_tail_tip_w_backward_10th,d_relative_to_radial_velocity,10th,backward
d_relative_to_hips_angular_velocity_tail_tip_w_backward_abs_10th,d_relative_to_angular_velocity_abs,10th,backward
d_speed_tail_base_w_backward_10th,d_speed,10th,backward
d_angular_velocity_tail_base_w_backward_abs_10th,d_angular_velocity_abs,10th,backward
d_relative_to_tail_base_radial_velocity_tail_tip_w_backward_10th,d_relative_to_radial_velocity,10th,backward
d_relative_to_tail_base_angular_velocity_tail_tip_w_backward_abs_10th,d_relative_to_angular_velocity_abs,10th,backward
d_speed_midbody_w_backward_10th,d_speed,10th,backward
d_angular_velocity_midbody_w_backward_abs_10th,d_angular_velocity_abs,10th,backward
d_speed_head_tip_w_backward_10th,d_speed_head_tip,10th,backward
d_angular_velocity_head_tip_w_backward_abs_10th,d_angular_velocity_head_tip_abs,10th,backward
d_speed_tail_tip_w_backward_10th,d_speed,10th,backward
d_angular_velocity_tail_tip_w_backward_abs_10th,d_angular_velocity_abs,10th,backward
d_length_w_backward_10th,d_length,10th,backward
d_area_w_backward_10th,d_area,10th,backward
d_width_head_base_w_backward_10th,d_width,10th,backward
d_width_midbody_w_backward_10th,d_width,10th,backward
d_width_tail_base_w_backward_10th,d_width,10th,backward
d_quirkiness_w_backward_10th,d_quirkiness,10th,backward
d_major_axis_w_backward_10th,d_major_axis,10th,backward
d_minor_axis_w_backward_10th,d_minor_axis,10th,backward
d_eigen_projection_1_w_backward_abs_10th,d_eigen_projection_1_abs,10th,backward
d_eigen_projection_2_w_backward_abs_10th,d_eigen_projection_2_abs,10th,backward
d_eigen_projection_3_w_backward_abs_10th,d_eigen_projection_3_abs,10th,backward
d_eigen_projection_4_w_backward_abs_10th,d_eigen_projection_4_abs,10th,backward
d_eigen_projection_5_w_backward_abs_10th,d_eigen_projection_5_abs,10th,backward
d_eigen_projection_6_w_backward_abs_10th,d_eigen_projection_6_abs,10th,backward
d_eigen_projection_7_w_backward_abs_10th,d_eigen_projection_7_abs,10th,backward
d_curvature_head_w_backward_abs_10th,d_curvature_abs,10th,backward
d_curvature_hips_w_backward_abs_10th,d_curvature_abs,10th,backward
d_curvature_midbody_w_backward_abs_10th,d_curvature_abs,10th,backward
d_curvature_neck_w_backward_abs_10th,d_curvature_abs,10th,backward
d_curvature_tail_w_backward_abs_10th,d_curvature_abs,10th,backward
d_curvature_mean_head_w_backward_abs_10th,d_curvature_abs,10th,backward
d_curvature_mean_neck_w_backward_abs_10th,d_curvature_abs,10th,backward
d_curvature_mean_midbody_w_backward_abs_10th,d_curvature_abs,10th,backward
d_curvature_mean_hips_w_backward_abs_10th,d_curvature_abs,10th,backward
d_curvature_mean_tail_w_backward_abs_10th,d_curvature_abs,10th,backward
d_curvature_std_head_w_backward_abs_10th,d_curvature_abs,10th,backward
d_curvature_std_neck_w_backward_abs_10th,d_curvature_abs,10th,backward
d_curvature_std_midbody_w_backward_abs_10th,d_curvature_abs,10th,backward
d_curvature_std_hips_w_backward_abs_10th,d_curvature_abs,10th,backward
d_curvature_std_tail_w_backward_abs_10th,d_curvature_abs,10th,backward
d_orientation_food_edge_w_backward_10th,d_orientation_food,10th,backward
d_dist_from_food_edge_w_backward_10th,d_dist_from_food,10th,backward
d_path_curvature_body_w_backward_abs_10th,d_path_curvature_abs,10th,backward
d_path_curvature_tail_w_backward_abs_10th,d_path_curvature_abs,10th,backward
d_path_curvature_midbody_w_backward_abs_10th,d_path_curvature_abs,10th,backward
d_path_curvature_head_w_backward_abs_10th,d_path_curvature_abs,10th,backward
speed_w_forward_10th,speed,10th,forward
angular_velocity_w_forward_abs_10th,angular_velocity_abs,10th,forward
relative_to_body_speed_midbody_w_forward_abs_10th,relative_to_speed_abs,10th,forward
relative_to_body_radial_velocity_head_tip_w_forward_10th,relative_to_radial_velocity_head_tip,10th,forward
relative_to_body_angular_velocity_head_tip_w_forward_abs_10th,relative_to_angular_velocity_head_tip_abs,10th,forward
relative_to_body_radial_velocity_neck_w_forward_10th,relative_to_radial_velocity,10th,forward
relative_to_body_angular_velocity_neck_w_forward_abs_10th,relative_to_angular_velocity_abs,10th,forward
relative_to_body_radial_velocity_hips_w_forward_10th,relative_to_radial_velocity,10th,forward
relative_to_body_angular_velocity_hips_w_forward_abs_10th,relative_to_angular_velocity_abs,10th,forward
relative_to_body_radial_velocity_tail_tip_w_forward_10th,relative_to_radial_velocity,10th,forward
relative_to_body_angular_velocity_tail_tip_w_forward_abs_10th,relative_to_angular_velocity_abs,10th,forward
speed_neck_w_forward_10th,speed,10th,forward
angular_velocity_neck_w_forward_abs_10th,angular_velocity_abs,10th,forward
relative_to_neck_radial_velocity_head_tip_w_forward_10th,relative_to_radial_velocity_head_tip,10th,forward
relative_to_neck_angular_velocity_head_tip_w_forward_abs_10th,relative_to_angular_velocity_head_tip_abs,10th,forward
speed_head_base_w_forward_10th,speed,10th,forward
angular_velocity_head_base_w_forward_abs_10th,angular_velocity_abs,10th,forward
relative_to_head_base_radial_velocity_head_tip_w_forward_10th,relative_to_radial_velocity_head_tip,10th,forward
relative_to_head_base_angular_velocity_head_tip_w_forward_abs_10th,relative_to_angular_velocity_head_tip_abs,10th,forward
speed_hips_w_forward_10th,speed,10th,forward
angular_velocity_hips_w_forward_abs_10th,angular_velocity_abs,10th,forward
relative_to_hips_radial_velocity_tail_tip_w_forward_10th,relative_to_radial_velocity,10th,forward
relative_to_hips_angular_velocity_tail_tip_w_forward_abs_10th,relative_to_angular_velocity_abs,10th,forward
speed_tail_base_w_forward_10th,speed,10th,forward
angular_velocity_tail_base_w_forward_abs_10th,angular_velocity_abs,10th,forward
relative_to_tail_base_radial_velocity_tail_tip_w_forward_10th,relative_to_radial_velocity,10th,forward
relative_to_tail_base_angular_velocity_tail_tip_w_forward_abs_10th,relative_to_angular_velocity_abs,10th,forward
speed_midbody_w_forward_10th,speed,10th,forward
angular_velocity_midbody_w_forward_abs_10th,angular_velocity_abs,10th,forward
speed_head_tip_w_forward_10th,speed_head_tip,10th,forward
angular_velocity_head_tip_w_forward_abs_10th,angular_velocity_head_tip_abs,10th,forward
speed_tail_tip_w_forward_10th,speed,10th,forward
angular_velocity_tail_tip_w_forward_abs_10th,angular_velocity_abs,10th,forward
length_w_forward_10th,length,10th,forward
area_w_forward_10th,area,10th,forward
width_head_base_w_forward_10th,width,10th,forward
width_midbody_w_forward_10th,width,10th,forward
width_tail_base_w_forward_10th,width,10th,forward
quirkiness_w_forward_10th,quirkiness,10th,forward
major_axis_w_forward_10th,major_axis,10th,forward
minor_axis_w_forward_10th,minor_axis,10th,forward
eigen_projection_1_w_forward_abs_10th,eigen_projection_1_abs,10th,forward
eigen_projection_2_w_forward_abs_10th,eigen_projection_2_abs,10th,forward
eigen_projection_3_w_forward_abs_10th,eigen_projection_3_abs,10th,forward
eigen_projection_4_w_forward_abs_10th,eigen_projection_4_abs,10th,forward
eigen_projection_5_w_forward_abs_10th,eigen_projection_5_abs,10th,forward
eigen_projection_6_w_forward_abs_10th,eigen_projection_6_abs,10th,forward
eigen_projection_7_w_forward_abs_10th,eigen_projection_7_abs,10th,forward
curvature_head_w_forward_abs_10th,curvature_abs,10th,forward
curvature_hips_w_forward_abs_10th,curvature_abs,10th,forward
curvature_midbody_w_forward_abs_10th,curvature_abs,10th,forward
curvature_neck_w_forward_abs_10th,curvature_abs,10th,forward
curvature_tail_w_forward_abs_10th,curvature_abs,10th,forward
curvature_mean_head_w_forward_abs_10th,curvature_abs,10th,forward
curvature_mean_neck_w_forward_abs_10th,curvature_abs,10th,forward
curvature_mean_midbody_w_forward_abs_10th,curvature_abs,10th,forward
curvature_mean_hips_w_forward_abs_10th,curvature_abs,10th,forward
curvature_mean_tail_w_forward_abs_10th,curvature_abs,10th,forward
curvature_std_head_w_forward_abs_10th,curvature_abs,10th,forward
curvature_std_neck_w_forward_abs_10th,curvature_abs,10th,forward
curvature_std_midbody_w_forward_abs_10th,curvature_abs,10th,forward
curvature_std_hips_w_forward_abs_10th,curvature_abs,10th,forward
curvature_std_tail_w_forward_abs_10th,curvature_abs,10th,forward
orientation_food_edge_w_forward_10th,orientation_food,10th,forward
dist_from_food_edge_w_forward_10th,dist_from_food,10th,forward
path_curvature_body_w_forward_abs_10th,path_curvature_abs,10th,forward
path_curvature_tail_w_forward_abs_10th,path_curvature_abs,10th,forward
path_curvature_midbody_w_forward_abs_10th,path_curvature_abs,10th,forward
path_curvature_head_w_forward_abs_10th,path_curvature_abs,10th,forward
d_speed_w_forward_10th,d_speed,10th,forward
d_angular_velocity_w_forward_abs_10th,d_angular_velocity_abs,10th,forward
d_relative_to_body_speed_midbody_w_forward_abs_10th,d_relative_to_speed_abs,10th,forward
d_relative_to_body_radial_velocity_head_tip_w_forward_10th,d_relative_to_radial_velocity_head_tip,10th,forward
d_relative_to_body_angular_velocity_head_tip_w_forward_abs_10th,d_relative_to_angular_velocity_head_tip_abs,10th,forward
d_relative_to_body_radial_velocity_neck_w_forward_10th,d_relative_to_radial_velocity,10th,forward
d_relative_to_body_angular_velocity_neck_w_forward_abs_10th,d_relative_to_angular_velocity_abs,10th,forward
d_relative_to_body_radial_velocity_hips_w_forward_10th,d_relative_to_radial_velocity,10th,forward
d_relative_to_body_angular_velocity_hips_w_forward_abs_10th,d_relative_to_angular_velocity_abs,10th,forward
d_relative_to_body_radial_velocity_tail_tip_w_forward_10th,d_relative_to_radial_velocity,10th,forward
d_relative_to_body_angular_velocity_tail_tip_w_forward_abs_10th,d_relative_to_angular_velocity_abs,10th,forward
d_speed_neck_w_forward_10th,d_speed,10th,forward
d_angular_velocity_neck_w_forward_abs_10th,d_angular_velocity_abs,10th,forward
d_relative_to_neck_radial_velocity_head_tip_w_forward_10th,d_relative_to_radial_velocity_head_tip,10th,forward
d_relative_to_neck_angular_velocity_head_tip_w_forward_abs_10th,d_relative_to_angular_velocity_head_tip_abs,10th,forward
d_speed_head_base_w_forward_10th,d_speed,10th,forward
d_angular_velocity_head_base_w_forward_abs_10th,d_angular_velocity_abs,10th,forward
d_relative_to_head_base_radial_velocity_head_tip_w_forward_10th,d_relative_to_radial_velocity_head_tip,10th,forward
d_relative_to_head_base_angular_velocity_head_tip_w_forward_abs_10th,d_relative_to_angular_velocity_head_tip_abs,10th,forward
d_speed_hips_w_forward_10th,d_speed,10th,forward
d_angular_velocity_hips_w_forward_abs_10th,d_angular_velocity_abs,10th,forward
d_relative_to_hips_radial_velocity_tail_tip_w_forward_10th,d_relative_to_radial_velocity,10th,forward
d_relative_to_hips_angular_velocity_tail_tip_w_forward_abs_10th,d_relative_to_angular_velocity_abs,10th,forward
d_speed_tail_base_w_forward_10th,d_speed,10th,forward
d_angular_velocity_tail_base_w_forward_abs_10th,d_angular_velocity_abs,10th,forward
d_relative_to_tail_base_radial_velocity_tail_tip_w_forward_10th,d_relative_to_radial_velocity,10th,forward
d_relative_to_tail_base_angular_velocity_tail_tip_w_forward_abs_10th,d_relative_to_angular_velocity_abs,10th,forward
d_speed_midbody_w_forward_10th,d_speed,10th,forward
d_angular_velocity_midbody_w_forward_abs_10th,d_angular_velocity_abs,10th,forward
d_speed_head_tip_w_forward_10th,d_speed_head_tip,10th,forward
d_angular_velocity_head_tip_w_forward_abs_10th,d_angular_velocity_head_tip_abs,10th,forward
d_speed_tail_tip_w_forward_10th,d_speed,10th,forward
d_angular_velocity_tail_tip_w_forward_abs_10th,d_angular_velocity_abs,10th,forward
d_length_w_forward_10th,d_length,10th,forward
d_area_w_forward_10th,d_area,10th,forward
d_width_head_base_w_forward_10th,d_width,10th,forward
d_width_midbody_w_forward_10th,d_width,10th,forward
d_width_tail_base_w_forward_10th,d_width,10th,forward
d_quirkiness_w_forward_10th,d_quirkiness,10th,forward
d_major_axis_w_forward_10th,d_major_axis,10th,forward
d_minor_axis_w_forward_10th,d_minor_axis,10th,forward
d_eigen_projection_1_w_forward_abs_10th,d_eigen_projection_1_abs,10th,forward
d_eigen_projection_2_w_forward_abs_10th,d_eigen_projection_2_abs,10th,forward
d_eigen_projection_3_w_forward_abs_10th,d_eigen_projection_3_abs,10th,forward
d_eigen_projection_4_w_forward_abs_10th,d_eigen_projection_4_abs,10th,forward
d_eigen_projection_5_w_forward_abs_10th,d_eigen_projection_5_abs,10th,forward
d_eigen_projection_6_w_forward_abs_10th,d_eigen_projection_6_abs,10th,forward
d_eigen_projection_7_w_forward_abs_10th,d_eigen_projection_7_abs,10th,forward
d_curvature_head_w_forward_abs_10th,d_curvature_abs,10th,forward
d_curvature_hips_w_forward_abs_10th,d_curvature_abs,10th,forward
d_curvature_midbody_w_forward_abs_10th,d_curvature_abs,10th,forward
d_curvature_neck_w_forward_abs_10th,d_curvature_abs,10th,forward
d_curvature_tail_w_forward_abs_10th,d_curvature_abs,10th,forward
d_curvature_mean_head_w_forward_abs_10th,d_curvature_abs,10th,forward
d_curvature_mean_neck_w_forward_abs_10th,d_curvature_abs,10th,forward
d_curvature_mean_midbody_w_forward_abs_10th,d_curvature_abs,10th,forward
d_curvature_mean_hips_w_forward_abs_10th,d_curvature_abs,10th,forward
d_curvature_mean_tail_w_forward_abs_10th,d_curvature_abs,10th,forward
d_curvature_std_head_w_forward_abs_10th,d_curvature_abs,10th,forward
d_curvature_std_neck_w_forward_abs_10th,d_curvature_abs,10th,forward
d_curvature_std_midbody_w_forward_abs_10th,d_curvature_abs,10th,forward
d_curvature_std_hips_w_forward_abs_10th,d_curvature_abs,10th,forward
d_curvature_std_tail_w_forward_abs_10th,d_curvature_abs,10th,forward
d_orientation_food_edge_w_forward_10th,d_orientation_food,10th,forward
d_dist_from_food_edge_w_forward_10th,d_dist_from_food,10th,forward
d_path_curvature_body_w_forward_abs_10th,d_path_curvature_abs,10th,forward
d_path_curvature_tail_w_forward_abs_10th,d_path_curvature_abs,10th,forward
d_path_curvature_midbody_w_forward_abs_10th,d_path_curvature_abs,10th,forward
d_path_curvature_head_w_forward_abs_10th,d_path_curvature_abs,10th,forward
speed_w_paused_10th,speed,10th,paused
angular_velocity_w_paused_abs_10th,angular_velocity_abs,10th,paused
relative_to_body_speed_midbody_w_paused_abs_10th,relative_to_speed_abs,10th,paused
relative_to_body_radial_velocity_head_tip_w_paused_10th,relative_to_radial_velocity_head_tip,10th,paused
relative_to_body_angular_velocity_head_tip_w_paused_abs_10th,relative_to_angular_velocity_head_tip_abs,10th,paused
relative_to_body_radial_velocity_neck_w_paused_10th,relative_to_radial_velocity,10th,paused
relative_to_body_angular_velocity_neck_w_paused_abs_10th,relative_to_angular_velocity_abs,10th,paused
relative_to_body_radial_velocity_hips_w_paused_10th,relative_to_radial_velocity,10th,paused
relative_to_body_angular_velocity_hips_w_paused_abs_10th,relative_to_angular_velocity_abs,10th,paused
relative_to_body_radial_velocity_tail_tip_w_paused_10th,relative_to_radial_velocity,10th,paused
relative_to_body_angular_velocity_tail_tip_w_paused_abs_10th,relative_to_angular_velocity_abs,10th,paused
speed_neck_w_paused_10th,speed,10th,paused
angular_velocity_neck_w_paused_abs_10th,angular_velocity_abs,10th,paused
relative_to_neck_radial_velocity_head_tip_w_paused_10th,relative_to_radial_velocity_head_tip,10th,paused
relative_to_neck_angular_velocity_head_tip_w_paused_abs_10th,relative_to_angular_velocity_head_tip_abs,10th,paused
speed_head_base_w_paused_10th,speed,10th,paused
angular_velocity_head_base_w_paused_abs_10th,angular_velocity_abs,10th,paused
relative_to_head_base_radial_velocity_head_tip_w_paused_10th,relative_to_radial_velocity_head_tip,10th,paused
relative_to_head_base_angular_velocity_head_tip_w_paused_abs_10th,relative_to_angular_velocity_head_tip_abs,10th,paused
speed_hips_w_paused_10th,speed,10th,paused
angular_velocity_hips_w_paused_abs_10th,angular_velocity_abs,10th,paused
relative_to_hips_radial_velocity_tail_tip_w_paused_10th,relative_to_radial_velocity,10th,paused
relative_to_hips_angular_velocity_tail_tip_w_paused_abs_10th,relative_to_angular_velocity_abs,10th,paused
